eMolecules SMILES,eMolecules ID,MolWt,Hazardous,Supplier,Catalog,Catalog Num,Availability (mg),Price Code,Tier Number,Expected Delivery,CAS Number,Purity,Amount,Format,Units,Amount,Format,Units,Price
CCOc1ccc2c(c1)sc(n2)NC(=O)Cc1ccc(cc1)Cl,1782302,346.831,,Vitas M Labs,SC Tier 1,STK244001,140,Historical,1,Delivery within 2 weeks,,,100,Supplier Standard Vial (Direct Ship),mg,100,svial,mg,168
O=C(c1ccco1)Nc1sc2c(c1C(=O)N)CCCC2,1852544,290.338,,Vitas M Labs,SC Tier 1,STK319959,1841,Historical,1,Delivery within 2 weeks,,,100,Supplier Standard Vial (Direct Ship),mg,100,svial,mg,168
COc1ccccc1NC(=O)/C=C/c1ccccc1,1852896,253.296,,Vitas M Labs,SC Tier 1,STK326543,349,Historical,1,Delivery within 2 weeks,,,100,Supplier Standard Vial (Direct Ship),mg,100,svial,mg,168
Fc1ccc(cc1)Nc1ncnc2c1c1CCCCc1s2,1856737,299.366,,UORSY,Screening Compounds - Tier 1,PB31279017,150.6,,1,Delivery within 2 weeks,,,100,Supplier Standard Vial (Direct Ship),mg,100,svial,mg,249
NC(=O)c1sc(cc1N)c1cscc1,1934441,224.303,,Maybridge,Screening Compounds,GK01140,2373,,1,Delivery within 2 weeks,354812-17-2,,100,Supplier Standard Vial (Direct Ship),mg,100,svial,mg,414
COc1cc2c(ncnc2cc1OC)Nc1ccccc1,1987313,281.309,,Maybridge,Screening Compounds,GK03498,7054,,1,Delivery within 2 weeks,,,100,Supplier Standard Vial (Direct Ship),mg,100,svial,mg,414
COc1ccc(cc1)c1oc2c(c1c1ccc(cc1)OC)c(N)ncn2,1990422,347.367,,Vitas M Labs,SC Tier 1,STK281593,140,Advanced,1,Delivery within 2 weeks,,,100,Supplier Standard Vial (Direct Ship),mg,100,svial,mg,
O1CCN(CC1)CCNc1ncnc2c1c(c1ccccc1)c(o2)c1ccccc1,2010194,400.473,,Vitas M Labs,SC Tier 1,STK198606,110,Historical,1,Delivery within 2 weeks,,,100,Supplier Standard Vial (Direct Ship),mg,100,svial,mg,168
O=C(c1c(F)cccc1F)Nc1ccncc1,2042282,234.202,,Vitas M Labs,SC Tier 1,STK462431,100,Historical,1,Delivery within 2 weeks,,,100,Supplier Standard Vial (Direct Ship),mg,100,svial,mg,168
Clc1ccccc1C(=O)N1CCC(CC1)Cc1ccccc1,2066225,313.821,,Vitas M Labs,SC Tier 1,STK034825,216,Historical,1,Delivery within 2 weeks,,,100,Supplier Standard Vial (Direct Ship),mg,100,svial,mg,168
COc1ccc(cc1)Nc1ncnc2c1c(cs2)c1ccccc1,2116328,333.407,,Vitas M Labs,SC Tier 1,STK106101,129,Historical,1,Delivery within 2 weeks,,,100,Supplier Standard Vial (Direct Ship),mg,100,svial,mg,168
Clc1cccc(c1)C(=O)Nc1sc2c(c1C(=O)N)CCCC2,2126243,334.82,,Vitas M Labs,SC Tier 1,STK412669,653,Historical,1,Delivery within 2 weeks,,,100,Supplier Standard Vial (Direct Ship),mg,100,svial,mg,168
Clc1ccc(cc1)C(=O)Nc1nnc(s1)SCc1ccc(cc1)Br,2183015,440.765,,Life Chemicals,Tier 1,F0417-1893,482.2,General,1,Delivery within 2 weeks,,,100,Supplier Standard Vial (Direct Ship),mg,100,svial,mg,400
COc1ccc(cc1OC)C(=O)Nc1sc(c(c1C(=O)N)C)C,2196757,334.39,,Vitas M Labs,SC Tier 1,STK419598,105,Historical,1,Delivery within 2 weeks,,,100,Supplier Standard Vial (Direct Ship),mg,100,svial,mg,168
COc1ccc(cc1)CC(=O)Nc1ccsc1C(=O)OC,2199309,305.349,,Vitas M Labs,SC Tier 1,STK440949,110,Historical,1,Delivery within 2 weeks,,,100,Supplier Standard Vial (Direct Ship),mg,100,svial,mg,168
O=C(c1ccccc1Oc1ccccc1)NCc1ccccc1Cl,2243257,337.8,,Vitas M Labs,SC Tier 1,STK159180,100,Historical,1,Delivery within 2 weeks,,,100,Supplier Standard Vial (Direct Ship),mg,100,svial,mg,168
Clc1ccc(c(c1)C(=O)Nc1ccncc1)Cl,2253464,267.111,,Vitas M Labs,SC Tier 1,STK041659,438,Historical,1,Delivery within 2 weeks,,,100,Supplier Standard Vial (Direct Ship),mg,100,svial,mg,
Fc1cccc(c1)CSc1nnc(s1)NC(=O)c1ccccc1Cl,2259473,379.859,,Vitas M Labs,SC Tier 1,STK139440,302,Historical,1,Delivery within 2 weeks,,,100,Supplier Standard Vial (Direct Ship),mg,100,svial,mg,168
O=C(c1ccccc1)Nc1sccc1C(=O)N,2266007,246.285,,Vitas M Labs,SC Tier 1,STK471590,100,Historical,1,Delivery within 2 weeks,,,100,Supplier Standard Vial (Direct Ship),mg,100,svial,mg,168
O=C(Nc1sccc1C(=O)N)Cc1ccccc1Cl,2266103,294.757,,Vitas M Labs,SC Tier 1,STK464275,109,Historical,1,Delivery within 2 weeks,,,100,Supplier Standard Vial (Direct Ship),mg,100,svial,mg,168
O=C(c1cccc(c1Cl)Cl)Nc1ccncc1,2266357,267.111,,Vitas M Labs,SC Tier 1,STK464346,104,Historical,1,Delivery within 2 weeks,,,100,Supplier Standard Vial (Direct Ship),mg,100,svial,mg,168
COc1ccc(cc1OC)C(=O)Nc1sc2c(c1C(=O)N)CCC2,2319765,346.401,,Vitas M Labs,SC Tier 1,STK412436,113,Historical,1,Delivery within 2 weeks,,,100,Supplier Standard Vial (Direct Ship),mg,100,svial,mg,168
COc1cc(ccc1OC)C(=O)Nc1sc2c(c1C(=O)N)CCCCC2,2358480,374.454,,Vitas M Labs,SC Tier 1,STK412033,516,Historical,1,Delivery within 2 weeks,,,100,Supplier Standard Vial (Direct Ship),mg,100,svial,mg,168
CCOc1ccc2c(c1)sc(n2)NC(=O)C(c1ccccc1)c1ccccc1,2382204,388.482,,Vitas M Labs,SC Tier 1,STK412794,100,Historical,1,Delivery within 2 weeks,,,100,Supplier Standard Vial (Direct Ship),mg,100,svial,mg,168
O=C(Nc1ccccc1C(=O)N)Nc1ccc(c(c1)Cl)Cl,2388562,324.162,,Vitas M Labs,SC Tier 1,STK447319,101,Historical,1,Delivery within 2 weeks,,,100,Supplier Standard Vial (Direct Ship),mg,100,svial,mg,168
COc1ccc2c(c1)sc(n2)NC(=O)Cc1ccc(cc1)Cl,2393398,332.805,,Vitas M Labs,SC Tier 1,STK052755,427,Historical,1,Delivery within 2 weeks,,,100,Supplier Standard Vial (Direct Ship),mg,100,svial,mg,168
Cc1ccc(cc1)c1nn(cc1C(=O)Nc1ccccc1)c1ccccc1,2397745,353.416,,Enamine Screening Compounds,Screening Compounds,Z27783017,358.6,HTS_Collection,1,Delivery within 2 weeks,,,100,Supplier Standard Vial (Direct Ship),mg,100,svial,mg,
COc1ccc(cc1)NC(=O)c1cn(nc1c1ccc(cc1)C)c1ccccc1,2397757,383.442,,UORSY,Screening Compounds - Tier 1,PB28216787,986.2,,1,Delivery within 2 weeks,,,100,Supplier Standard Vial (Direct Ship),mg,100,svial,mg,249
Cc1ccc(cc1)c1nn(cc1C(=O)Nc1ccc(cc1)Br)c1ccccc1,2398705,432.313,,UORSY,Screening Compounds - Tier 1,PB27864707,482.4,,1,Delivery within 2 weeks,,,100,Supplier Standard Vial (Direct Ship),mg,100,svial,mg,249
Cc1ccc(cc1)c1nn(cc1C(=O)Nc1ccc(cc1)Cl)c1ccccc1,2400468,387.862,,Enamine Screening Compounds,Screening Compounds,Z28162147,528.1,HTS_Collection,1,Delivery within 2 weeks,,,100,Supplier Standard Vial (Direct Ship),mg,100,svial,mg,148
Brc1ccc(cc1)NC(=O)c1cn(nc1c1ccccc1)c1ccccc1,2401109,418.286,,UORSY,Screening Compounds - Tier 1,PB27864651,699.4,,1,Delivery within 2 weeks,,,100,Supplier Standard Vial (Direct Ship),mg,100,svial,mg,249
FC(Oc1ccc(cc1)C(=O)Nc1sc(cc1C(=O)N)c1ccccc1)F,2436839,388.388,,Enamine Screening Compounds,Screening Compounds,Z29292499,146.3,HTS_Collection,1,Delivery within 2 weeks,,,100,Supplier Standard Vial (Direct Ship),mg,100,svial,mg,148
COC(=O)c1sccc1NC(=O)Cc1ccccc1,2440057,275.323,,Vitas M Labs,SC Tier 1,STK483140,109,Historical,1,Delivery within 2 weeks,,,100,Supplier Standard Vial (Direct Ship),mg,100,svial,mg,168
O=C(Nc1noc(c1)C(C)(C)C)Nc1ccc(cc1)F,2546448,277.294,,Vitas M Labs,SC Tier 1,STK469925,114,Historical,1,Delivery within 2 weeks,,,100,Supplier Standard Vial (Direct Ship),mg,100,svial,mg,168
NC(=O)c1cc2ccccc2nc1N,2720837,187.198,,ChemDiv,Screening Compounds,8018-2841,,DC,1,Delivery within 2 weeks,,,100,Supplier Standard Vial (Direct Ship),mg,100,svial,mg,355
Nc1ccc(c(c1)Nc1nccc(n1)c1cccnc1)C,2727697,277.324,,Life Chemicals,Tier 1,F9995-0188,101.1,General,1,Delivery within 2 weeks,,,100,Supplier Standard Vial (Direct Ship),mg,100,svial,mg,400
COc1ccc(cc1)C(=O)COC(=O)c1ccc2c(c1)C(=O)N(C2=O)c1ccc(cc1)C(=O)C,2759864,457.432,,Vitas M Labs,SC Tier 1,STK268746,428,Historical,1,Delivery within 2 weeks,,,100,Supplier Standard Vial (Direct Ship),mg,100,svial,mg,
Nc1ncnc2c1c1CCCc1s2,2867544,191.253,,Vitas M Labs,SC Tier 1,STK894648,1026,Historical,1,Delivery within 2 weeks,,,100,Supplier Standard Vial (Direct Ship),mg,100,svial,mg,168
OC(=O)CSc1ncnc2c1sc(c2)c1ccc(cc1)Br,2867948,381.267,,Enamine Screening Compounds,Screening Compounds,Z92591327,18508.7,Advanced_Collection,1,Delivery within 2 weeks,,,100,Supplier Standard Vial (Direct Ship),mg,100,svial,mg,223
Clc1ccc(cc1)c1nn(cc1C(=O)Nc1ccccc1)c1ccccc1,2960605,373.835,,UORSY,Screening Compounds - Tier 1,PB27860430,369.2,,1,Delivery within 2 weeks,,,100,Supplier Standard Vial (Direct Ship),mg,100,svial,mg,249
Clc1cc(ccc1F)Nc1ncnc2c1c1CCCCCc1s2,3026185,347.837,,UORSY,Screening Compounds - Tier 1,PB31313203,597.5,,1,Delivery within 2 weeks,,,100,Supplier Standard Vial (Direct Ship),mg,100,svial,mg,249
Fc1ccc(cc1)CSc1nnc(s1)NC(=O)c1ccccc1Cl,3044617,379.859,,Enamine Screening Compounds,Screening Compounds,Z28653497,121.5,HTS_Collection,1,Delivery within 2 weeks,,,100,Supplier Standard Vial (Direct Ship),mg,100,svial,mg,148
COc1ccc(cc1)CC(=O)Nc1sccc1C(=O)N,3045462,290.338,,Enamine Screening Compounds,Screening Compounds,Z29084341,120.5,Advanced_Collection,1,Delivery within 2 weeks,,,100,Supplier Standard Vial (Direct Ship),mg,100,svial,mg,223
O=C(c1ccccc1)Nc1ccc(cc1)Oc1ncnc2c1c1CCCCc1s2,3064762,401.481,,UORSY,Screening Compounds - Tier 1,PB31167343,636.9,,1,Delivery within 2 weeks,,,100,Supplier Standard Vial (Direct Ship),mg,100,svial,mg,249
COc1ccc(cc1)CC(=O)Nc1nc2c(s1)cc(cc2)OC,3192230,328.386,,Enamine Screening Compounds,Screening Compounds,Z27678620,318.1,HTS_Collection,1,Delivery within 2 weeks,,,100,Supplier Standard Vial (Direct Ship),mg,100,svial,mg,148
O=C(Cc1c[nH]c2c1cccc2)Nc1sccc1C(=O)N,3239037,299.348,,Enamine Screening Compounds,Screening Compounds,Z29084306,616.4,HTS_Collection,1,Delivery within 2 weeks,,,100,Supplier Standard Vial (Direct Ship),mg,100,svial,mg,148
COc1ccc(cc1F)CSc1nnc(o1)c1ccc2c(c1)OCO2,3244952,360.36,,Enamine Screening Compounds,Screening Compounds,Z19455663,130.8,Advanced_Collection,1,Delivery within 2 weeks,,,100,Supplier Standard Vial (Direct Ship),mg,100,svial,mg,
CCOc1ccc2c(c1)sc(n2)NC(=O)Cc1ccc(c(c1)Cl)Cl,3365457,381.276,,Enamine Screening Compounds,Screening Compounds,Z30206127,489.9,HTS_Collection,1,Delivery within 2 weeks,,,100,Supplier Standard Vial (Direct Ship),mg,100,svial,mg,148
O=C(c1ccc(cc1)Oc1ccccc1)NCc1ccncc1,3374919,304.343,,Vitas M Labs,SC Tier 1,STK331324,211,Historical,1,Delivery within 2 weeks,,,100,Supplier Standard Vial (Direct Ship),mg,100,svial,mg,168
Fc1ccc(cc1)C(=O)Nc1ccccc1c1nc2ccccc2[nH]c1=O,3513384,359.353,,UORSY,Screening Compounds - Tier 1,PB108641478,107.7,,1,Delivery within 2 weeks,,,100,Supplier Standard Vial (Direct Ship),mg,100,svial,mg,249
COc1ccc(cc1)CNc1ncnc2c1cccc2,3560787,265.31,,Enamine Screening Compounds,Screening Compounds,Z127091022,284.3,Advanced_Collection,1,Delivery within 2 weeks,,,100,Supplier Standard Vial (Direct Ship),mg,100,svial,mg,223
O=C(c1ccc(cc1)S(=O)(=O)N(c1ccccc1)C)N(Cc1ccccc1)C,3563294,394.487,,Enamine Screening Compounds,Screening Compounds,Z27745923,129.5,HTS_Collection,1,Delivery within 2 weeks,,,100,Supplier Standard Vial (Direct Ship),mg,100,svial,mg,148
COc1ccc(cc1)CCC(=O)Nc1sc2c(c1C(=O)N)CCCC2,3565625,358.455,,UORSY,Screening Compounds - Tier 1,PB27434797,173.1,,1,Delivery within 2 weeks,,,100,Supplier Standard Vial (Direct Ship),mg,100,svial,mg,249
CCOc1ccc2c(c1)sc(n2)NC(=O)Cc1cccc(c1)OC,3590441,342.412,,Enamine Screening Compounds,Screening Compounds,Z30206300,545.9,HTS_Collection,1,Delivery within 2 weeks,,,100,Supplier Standard Vial (Direct Ship),mg,100,svial,mg,148
O=C(c1ccncc1)Nc1c(Cl)cccc1Cl,3605943,267.111,,Vitas M Labs,SC Tier 1,STK458657,109,Historical,1,Delivery within 2 weeks,,,100,Supplier Standard Vial (Direct Ship),mg,100,svial,mg,168
O=C(c1ccc(cc1)Oc1ccccc1)NCc1ccccn1,3647680,304.343,,Enamine Screening Compounds,Screening Compounds,Z30166389,196.4,Advanced_Collection,1,Delivery within 2 weeks,,,100,Supplier Standard Vial (Direct Ship),mg,100,svial,mg,223
O=C(Nc1cccc(c1Cl)Cl)Nc1noc(c1)C(C)(C)C,4009733,328.194,,Vitas M Labs,SC Tier 1,STK472273,102,Historical,1,Delivery within 2 weeks,,,100,Supplier Standard Vial (Direct Ship),mg,100,svial,mg,
OC(=O)CCCC(=O)Nc1scc(c1C(=O)N)c1ccc(c(c1)C)C,4038159,360.427,,Vitas M Labs,SC Tier 1,STK471931,100,Historical,1,Delivery within 2 weeks,,,100,Supplier Standard Vial (Direct Ship),mg,100,svial,mg,168
CCOC(=O)c1ccc(cc1)Nc1cc(C)nc(n1)Nc1ccc(cc1)C(=O)OCC,4375254,420.461,,Vitas M Labs,SC Tier 1,STK097966,319,Historical,1,Delivery within 2 weeks,,,100,Supplier Standard Vial (Direct Ship),mg,100,svial,mg,168
NC(=O)c1ccc(cc1)c1nnc(c2c1cccc2)Nc1ccc(c(c1)Cl)Cl,4424334,409.268,,Vitas M Labs,SC Tier 1,STK023605,308,Historical,1,Delivery within 2 weeks,,,100,Supplier Standard Vial (Direct Ship),mg,100,svial,mg,168
OCCCCn1c(cn2c1nc1c2c(=O)[nH]c(=O)n1C)c1ccccc1,4541974,353.375,,ChemDiv,Screening Compounds,8014-9048,,DC,1,Delivery within 2 weeks,,,100,Supplier Standard Vial (Direct Ship),mg,100,svial,mg,355
COC(=O)c1ccc(cc1)Nc1ncnc2c1nc[nH]2,4934119,269.259,,Vitas M Labs,SC Tier 1,STK944571,108,Allium,1,Delivery within 2 weeks,,,100,Supplier Standard Vial (Direct Ship),mg,100,svial,mg,275
Clc1ccc(cc1)Nc1ncnc2c1cn[nH]2,4987297,245.668,,Vitas M Labs,SC Tier 1,STK948995,100,Allium,1,Delivery within 2 weeks,,,100,Supplier Standard Vial (Direct Ship),mg,100,svial,mg,275
O=C(c1ccc(c(c1)C)C)Nc1sc2c(c1C(=O)N)CCCC2,5393098,328.429,,Life Chemicals,Tier 1,F0328-0539,569.7,General,1,Delivery within 2 weeks,,,100,Supplier Standard Vial (Direct Ship),mg,100,svial,mg,400
Brc1ccc(cc1)CSc1nnc(s1)NC(=O)c1ccccc1Cl,5428718,440.765,,Life Chemicals,Tier 1,F0417-1895,239.5,General,1,Delivery within 2 weeks,,,100,Supplier Standard Vial (Direct Ship),mg,100,svial,mg,400
Fc1ccc(cc1)C(=O)Nc1nnc(s1)SCc1ccc(cc1)Br,5428734,424.31,,Life Chemicals,Tier 1,F0417-1904,324.8,General,1,Delivery within 2 weeks,,,100,Supplier Standard Vial (Direct Ship),mg,100,svial,mg,400
Clc1ccc(cc1)C(=O)Nc1nnc(s1)SCc1cccc(c1)F,5428814,379.859,,Life Chemicals,Tier 1,F0417-1973,341.5,General,1,Delivery within 2 weeks,,,100,Supplier Standard Vial (Direct Ship),mg,100,svial,mg,
Fc1ccc(cc1)C(=O)Nc1nnc(s1)SCc1cccc(c1)F,5428828,363.405,,Life Chemicals,Tier 1,F0417-1984,113.1,General,1,Delivery within 2 weeks,,,100,Supplier Standard Vial (Direct Ship),mg,100,svial,mg,400
O=C(c1ccccc1Cl)Nc1nnc(s1)SCc1ccccc1,5432942,361.869,,Enamine Screening Compounds,Screening Compounds,Z28657719,106.1,HTS_Collection,1,Delivery within 2 weeks,,,100,Supplier Standard Vial (Direct Ship),mg,100,svial,mg,148
COc1cc(ccc1OC)C(=O)Nc1sccc1C(=O)N,5490783,306.337,,Life Chemicals,Tier 1,F1358-0295,353.2,General,1,Delivery within 2 weeks,,,100,Supplier Standard Vial (Direct Ship),mg,100,svial,mg,400
O=C(Cc1cccc2c1cccc2)Nc1sccc1C(=O)N,5490817,310.37,,Enamine Screening Compounds,Screening Compounds,Z29084235,231,HTS_Collection,1,Delivery within 2 weeks,,,100,Supplier Standard Vial (Direct Ship),mg,100,svial,mg,148
CCNc1c(=O)n(C)c2c3c1c1ccccc1c(=O)c3ccc2,5497209,304.343,,Life Chemicals,Tier 1,F1414-1209,189.8,General,1,Delivery within 2 weeks,,,100,Supplier Standard Vial (Direct Ship),mg,100,svial,mg,400
O=C(Nc1nc2c(s1)cc(cc2)C)Cc1csc(n1)NC(=O)Nc1cccc(c1)Cl,5551808,457.956,,Life Chemicals,Tier 1,F2096-0678,148,General,1,Delivery within 2 weeks,,,100,Supplier Standard Vial (Direct Ship),mg,100,svial,mg,400
Fc1cccc(c1)CSc1nnc(o1)c1ccncc1,5616156,287.312,,Enamine Screening Compounds,Screening Compounds,Z21485174,428.5,HTS_Collection,1,Delivery within 2 weeks,,,100,Supplier Standard Vial (Direct Ship),mg,100,svial,mg,148
Clc1cnc(c(c1)c1ccc(cc1)S(=O)(=O)C)c1ccc(nc1)C,5758581,358.842,,Life Chemicals,Tier 1,F2173-0490,2045,General,1,Delivery within 2 weeks,,,100,Supplier Standard Vial (Direct Ship),mg,100,svial,mg,400
c1ccc(cc1)Nc1ncnc2c1sc1c2cccn1,5773333,278.332,,Maybridge,Screening Compounds,MGH00214,210,,1,Delivery within 2 weeks,,,100,Supplier Standard Vial (Direct Ship),mg,100,svial,mg,414
FC(c1cccc(c1)Sc1ccc2n(n1)c(nn2)c1ccccc1)(F)F,5783305,372.367,,Maybridge,Screening Compounds,RH00148,1719,,1,Delivery within 2 weeks,,,100,Supplier Standard Vial (Direct Ship),mg,100,svial,mg,
FC(c1ccc(cc1)c1nnc2n1nc(cc2)NC1CC1)(F)F,5784088,319.284,,Maybridge,Screening Compounds,RH00113,3175,,1,Delivery within 2 weeks,,,100,Supplier Standard Vial (Direct Ship),mg,100,svial,mg,414
Cc1ccc(cc1)C(=O)Nc1nccc(n1)c1ccc2c(c1)OCCO2,5805584,347.367,,Maybridge,Screening Compounds,FM00204,1055,,1,Delivery within 2 weeks,,,100,Supplier Standard Vial (Direct Ship),mg,100,svial,mg,414
COC(=O)c1sc(cc1NC(=O)Nc1ccc(cc1)Cl)C(C)(C)C,5808501,366.862,,Maybridge,Screening Compounds,GK00700,269,,1,Delivery within 2 weeks,,,100,Supplier Standard Vial (Direct Ship),mg,100,svial,mg,414
COC(=O)c1sccc1NC(=O)Cc1cccs1,5808531,281.351,,Maybridge,Screening Compounds,GK01981,234,,1,Delivery within 2 weeks,,,100,Supplier Standard Vial (Direct Ship),mg,100,svial,mg,414
Fc1ccc(cc1)S(=O)(=O)Nc1cc(sc1C(=O)N)c1ccccc1,5809584,376.425,,Maybridge,Screening Compounds,GK01017,5485,,1,Delivery within 2 weeks,,,100,Supplier Standard Vial (Direct Ship),mg,100,svial,mg,414
Nc1nccc(n1)c1sc(nc1C)C,5823246,206.268,,Maybridge,Screening Compounds,CD09763,2754,,1,Delivery within 2 weeks,364334-94-1,,100,Supplier Standard Vial (Direct Ship),mg,100,svial,mg,414
COc1cc2c(ncnc2cc1OC)Nc1cccc(c1)C,5828805,295.336,,Maybridge,Screening Compounds,GK03474,1864,,1,Delivery within 2 weeks,,,100,Supplier Standard Vial (Direct Ship),mg,100,svial,mg,414
Clc1cccc(c1OCc1noc(n1)CSc1nncn1c1ccc(cc1)C(F)(F)F)Cl,5830013,502.297,,Maybridge,Screening Compounds,HTS00213,5891,,1,Delivery within 2 weeks,,,100,Supplier Standard Vial (Direct Ship),mg,100,svial,mg,414
COc1cc2c(cc1OC)CCN=C2c1cccc(c1)Cl,5837205,301.767,,Maybridge,Screening Compounds,MB00254,2462,,1,Delivery within 2 weeks,,,100,Supplier Standard Vial (Direct Ship),mg,100,svial,mg,414
O=C(Nc1cc(nn1C)C(C)(C)C)Nc1ccc(cc1)Cl,5846040,306.791,,Maybridge,Screening Compounds,KM00549,346,,1,Delivery within 2 weeks,432042-02-9,,100,Supplier Standard Vial (Direct Ship),mg,100,svial,mg,414
COc1ccc(c(c1)Sc1ccc2n(n1)c(nn2)c1ccccc1)OC,5847064,364.421,,Maybridge,Screening Compounds,RH00147,1582,,1,Delivery within 2 weeks,,,100,Supplier Standard Vial (Direct Ship),mg,100,svial,mg,414
O=C(c1cc2c(o1)cccc2)c1cc2c(o1)cccc2,6263924,262.259,,Enamine Screening Compounds,Screening Compounds,Z232333564,300.2,Advanced_Collection,1,Delivery within 2 weeks,,,100,Supplier Standard Vial (Direct Ship),mg,100,svial,mg,223
Cc1cccc(c1)Cc1cnc(s1)NC(=O)c1cccs1,6458515,314.425,,UORSY,Screening Compounds - Tier 1,PB57188074,373.8,,1,Delivery within 2 weeks,,,100,Supplier Standard Vial (Direct Ship),mg,100,svial,mg,249
Oc1cc2c3CCCNC(=O)c3oc2cc1,6679830,217.221,,ChemDiv,Screening Compounds,5816-0042,184,NC,1,Delivery within 2 weeks,,,100,Supplier Standard Vial (Direct Ship),mg,100,svial,mg,533
O=C(c1nscc1NCc1ccncc1)Nc1cccc(c1)C(F)(F)F,6697792,378.372,,ChemDiv,Screening Compounds,H024-0115,9888,DC,1,Delivery within 2 weeks,,,100,Supplier Standard Vial (Direct Ship),mg,100,svial,mg,355
Fc1cccc(c1)COc1ccc(cc1Cl)Nc1ncnc2c1cc(cc2)c1ccc(o1)CNCCS(=O)(=O)C.Cc1ccc(cc1)S(=O)(=O)O.Cc1ccc(cc1)S(=O)(=O)O,32176495,925.461,,Enamine Screening Compounds,Screening Compounds,Z1692482592,,HTS_Collection,1,Delivery within 2 weeks,,,100,Supplier Standard Vial (Direct Ship),mg,100,svial,mg,148
Fc1ccc(cc1)C(=O)Nc1nnc(s1)SCc1ccccc1,6766101,345.414,,ChemDiv,Screening Compounds,8009-4027,,DC,1,Delivery within 2 weeks,,,100,Supplier Standard Vial (Direct Ship),mg,100,svial,mg,355
NC(=O)c1sc2c(c1N)cccn2,7616001,193.226,,Vitas M Labs,SC Tier 1,STK398340,970,Historical,1,Delivery within 2 weeks,,,100,Supplier Standard Vial (Direct Ship),mg,100,svial,mg,168
Nc1nonc1c1nc2c(n1CC1CC1)cccc2,8332960,255.275,,Vitas M Labs,SC Tier 1,STL482461,300,Historical,1,Delivery within 2 weeks,,,100,Supplier Standard Vial (Direct Ship),mg,100,svial,mg,168
Clc1cccc(c1)CSc1nnc(o1)c1ccncc1,8687115,303.767,,Life Chemicals,Tier 1,F2771-0111,128.4,General,1,Delivery within 2 weeks,,,100,Supplier Standard Vial (Direct Ship),mg,100,svial,mg,
OC(=O)c1ccc2c(c1)ncn2c1ccccc1,8765039,238.241,,Life Chemicals,Tier 1,F2158-0112,12742.3,General,1,Delivery within 2 weeks,,,100,Supplier Standard Vial (Direct Ship),mg,100,svial,mg,400
Clc1ccc(cc1)Nc1nnc(c2c1cccc2)Cc1ccncc1.OC(=O)CCC(=O)O,10510651,464.901,,Life Chemicals,Tier 1,F9995-0197,7270.9,General,1,Delivery within 2 weeks,,,100,Supplier Standard Vial (Direct Ship),mg,100,svial,mg,400
COC(=O)c1ccccc1NC(=O)Cc1cccc2c1cccc2,9868497,319.354,,Enamine Screening Compounds,Screening Compounds,Z27655988,300.8,HTS_Collection,1,Delivery within 2 weeks,,,100,Supplier Standard Vial (Direct Ship),mg,100,svial,mg,148
Fc1cccc(c1)Nc1ncnc2c1cn[nH]2,9997213,229.213,,Enamine Screening Compounds,Screening Compounds,Z56903254,100,Advanced_Collection,1,Delivery within 2 weeks,,,100,Supplier Standard Vial (Direct Ship),mg,100,svial,mg,223
OCCN1CCN(CC1)c1cc(nc(n1)C)Nc1ncc(s1)C(=O)Nc1c(C)cccc1Cl,10748986,488.006,,Enamine Screening Compounds,Screening Compounds,Z2786158251,,HTS_Collection,1,Delivery within 2 weeks,,,100,Supplier Standard Vial (Direct Ship),mg,100,svial,mg,148
O=C(Nc1cccc(c1Cl)Cl)Nc1cc(nn1c1ccccc1)C(C)(C)C,10794751,403.305,,Enamine Screening Compounds,Screening Compounds,Z2216889245,324.5,HTS_Collection,1,Delivery within 2 weeks,,,100,Supplier Standard Vial (Direct Ship),mg,100,svial,mg,148
O=C(Cc1ccccc1)NCC(=O)Nc1nc2c(s1)cccc2,11880412,325.385,,Enamine Screening Compounds,Screening Compounds,Z85501289,161.7,HTS_Collection,1,Delivery within 2 weeks,,,100,Supplier Standard Vial (Direct Ship),mg,100,svial,mg,148
COc1cccc(c1)CC(=O)Nc1nc2c(s1)cc(cc2)OC,12272961,328.386,,Enamine Screening Compounds,Screening Compounds,Z27678815,436.5,HTS_Collection,1,Delivery within 2 weeks,,,100,Supplier Standard Vial (Direct Ship),mg,100,svial,mg,148
O=C(c1n[nH]c2c1cccc2)Nc1ccccc1,13419113,237.257,,Enamine Screening Compounds,Screening Compounds,Z31504656,762.8,Advanced_Collection,1,Delivery within 2 weeks,,,100,Supplier Standard Vial (Direct Ship),mg,100,svial,mg,223
O=C(c1n[nH]c(c1)c1ccccc1)Nc1nccs1,13487892,270.31,,Enamine Screening Compounds,Screening Compounds,Z183099830,221.3,Advanced_Collection,1,Delivery within 2 weeks,,,100,Supplier Standard Vial (Direct Ship),mg,100,svial,mg,
Fc1ccc(cc1)CNC(=O)c1n[nH]c(c1)c1ccccc1,13489929,295.311,,Enamine Screening Compounds,Screening Compounds,Z116562216,672.8,HTS_Collection,1,Delivery within 2 weeks,,,100,Supplier Standard Vial (Direct Ship),mg,100,svial,mg,148
CC(=O)N1CCN(CC1)c1c(cccc1Cl)NC(=O)c1ccc(o1)Br,13582141,426.692,,Vitas M Labs,SC Tier 1,STK319791,129,Historical,1,Delivery within 2 weeks,,,100,Supplier Standard Vial (Direct Ship),mg,100,svial,mg,168
