,SMILES,TITLE,TANIMOTO,AVG_TANIMOTO,Version_ID,Parent_ID,Supplier_ID,Compound_ID,CAS_number,Chemical_name,Catalog_ID,Supplier_status,Price_code,Salt_comment,Availability_amount,Availability_units,Supplier_name,Supplier_tier,Price_USD,Amount_mg
252,c1cc2c(cc1Nc3nccc(n3)C(F)(F)F)CC(=O)N2,141408355,0.505747126436782,0.12646088513099302,45649904,45649903,40.0,Z1199266078,,,1018.0,favorites,Advanced_Collection,,62.4,mg,Enamine Screening Compounds,1.0,408.0,100.0
253,CC(c1ccccc1)Nc2c3c([nH]cn3)ncn2,127371717,0.457831325301205,0.10132890227677699,3142070,3142069,40.0,Z56935828,,,1018.0,favorites,Advanced_Collection,,58.5,mg,Enamine Screening Compounds,1.0,408.0,100.0
254,CC(c1ccccc1)Nc2c3c([nH]cn3)ncn2,166847802,0.457831325301205,0.10132890227677699,3142070,3142069,119.0,STK980622,,,1529.0,favorites,Allium,,134.0,mg,Vitas M Labs,1.0,326.0,100.0
255,c1ccc2c(c1)nc(o2)SCC(=O)Nc3ccc(cc3)n4cnnn4,146851405,1.0,0.124707028884051,30149417,30149416,42.0,F5791-1087,,,652.0,favorites,General,,109.3,mg,Life Chemicals,1.0,400.0,100.0
256,CCc1ccc(cc1)c2cc(nn2c3ccc(cc3)C(=O)NCc4ccc(cc4)C(F)(F)F)C(=O)OCC,140615668,0.35922330097087396,0.119812852455155,3782809,3782808,7.0,V011-9405,,,9.0,favorites,DC,,34.0,mg,ChemDiv,1.0,1205.0,1000.0
257,c1ccc(cc1)Nc2c(cnc(n2)Nc3ccccc3)F,167057715,0.6875,0.074456234533962,1242054,1242053,119.0,STL368659,,,1529.0,favorites,Advanced,,0.0,mg,Vitas M Labs,1.0,274.0,100.0
258,c1ccc2c(c1)[nH]c(=O)c(n2)c3cc(ccc3NC(=O)c4cccs4)Br,146749370,1.0,0.12315859154346302,5636219,5636218,42.0,F3074-0039,,,652.0,favorites,General,,80.4,mg,Life Chemicals,1.0,400.0,100.0
259,CCc1nc2c(c(c(s2)C)C)c(=O)n1N,103528961,1.0,0.11520385076654902,1021824,1021823,48.0,STOCK1S-38851,,"3-amino-2-ethyl-5,6-dimethylthieno[2,3-d]pyrimidin-4(3H)-one",83.0,favorites,SCD,,196.0,mg,InterBioScreen,1.0,296.0,100.0
260,CCc1nc2c(c(c(s2)C)C)c(=O)n1N,154754751,1.0,0.11520385076654902,1021824,1021823,104.0,5150406,,"3-amino-2-ethyl-5,6-dimethylthieno[2,3-d]pyrimidin-4(3H)-one",994.0,favorites,2,,15.0,mg,ChemBridge,1.0,304.0,100.0
261,CCc1nc2c(c(c(s2)C)C)c(=O)n1N,166143864,1.0,0.11520385076654902,1021824,1021823,119.0,STK279711,,,1529.0,favorites,Allium,,5825.0,mg,Vitas M Labs,1.0,326.0,100.0
262,c1ccc(c(c1)CC(=O)OCC(=O)O)Nc2c(cccc2Cl)Cl,166358629,1.0,0.127131614929937,901322,901321,119.0,STK594349,,,1529.0,favorites,Historical,,1026.0,mg,Vitas M Labs,1.0,233.0,100.0
263,Cc1ccc(cc1C)N2CCN(CC2)CCCNC(=O)c3nc(no3)c4cncnc4,129303744,1.0,0.132702827339261,37139374,37139373,7.0,Z066-0363,,,9.0,favorites,NC,,1.0,mg,ChemDiv,1.0,533.0,100.0
264,c1cc2cnccc2c(c1)S(=O)(=O)NCCN,163665408,0.82,0.12147624435246,8830330,476103,40.0,Z1491213468,,,1018.0,favorites,Advanced_Collection,Cl,,,Enamine Screening Compounds,1.0,408.0,100.0
265,CNC(=O)c1cc(ccn1)Oc2ccc(cc2)NC(=O)Nc3ccc(c(c3)C(F)(F)F)Cl,151194118,0.838235294117647,0.128075971622516,902486,902485,40.0,Z89277543,,,1018.0,favorites,Advanced_Collection,,,,Enamine Screening Compounds,1.0,408.0,100.0
266,CNC(=O)c1cc(ccn1)Oc2ccc(cc2)NC(=O)Nc3ccc(c(c3)C(F)(F)F)Cl,166391003,0.838235294117647,0.128075971622516,902486,902485,119.0,STK627350,,,1529.0,favorites,Historical,,75.0,mg,Vitas M Labs,1.0,233.0,100.0
267,CNC(=O)c1cc(ccn1)Oc2ccc(cc2)NC(=O)Nc3ccc(c(c3)C(F)(F)F)Cl,188867210,0.838235294117647,0.128075971622516,902486,902485,11.0,LAS 30875768,,,654.0,favorites,LAS,,,,ASINEX - SC,1.0,833.0,100.0
268,COc1ccc(cc1)C(=O)Nc2ccccc2c3c(=O)[nH]c4ccccc4n3,100582321,1.0,0.13476226886343698,17484267,17484266,7.0,K216-0708,,,9.0,favorites,DC,,2.0,mg,ChemDiv,1.0,1205.0,1000.0
269,COc1ccc(cc1)C(=O)Nc2ccccc2c3c(=O)[nH]c4ccccc4n3,157259426,1.0,0.13476226886343698,17484267,17484266,40.0,Z111775648,,,1018.0,favorites,HTS_Collection,,94.8,mg,Enamine Screening Compounds,1.0,272.0,100.0
270,COc1cc(c(cc1OC)N)C(=O)c2ccccc2Br,167014974,0.351351351351351,0.11231610407682002,44239664,44239663,119.0,STL255692,,,1529.0,favorites,Advanced,,169.0,mg,Vitas M Labs,1.0,274.0,100.0
271,CNc1c-2c3c(cccc3n(c1=O)C)C(=O)c4c2cccc4,108363481,1.0,0.10991320931763,1260526,1260525,42.0,F0271-0012,,,652.0,favorites,General,,43.9,mg,Life Chemicals,1.0,400.0,100.0
272,CNc1c-2c3c(cccc3n(c1=O)C)C(=O)c4c2cccc4,112300982,1.0,0.10991320931763,1260526,1260525,48.0,STOCK1N-26274,,"3-methyl-1-(methylamino)-2H-naphtho[1,2,3-de]quinoline-2,7(3H)-dione",83.0,favorites,DNC,,300.0,mg,InterBioScreen,1.0,753.0,100.0
273,c1ccc(cc1)OCc2nnc(o2)NC(=O)c3ccco3,146690931,1.0,0.131836040436706,32236972,32236971,42.0,F2517-1221,,,652.0,favorites,General,,27.9,mg,Life Chemicals,1.0,400.0,100.0
274,c1ccc(cc1)NC(=O)c2c3ccccc3[nH]n2,127366720,1.0,0.11659216162118699,13419113,13419112,40.0,Z31504656,,,1018.0,favorites,Advanced_Collection,,762.8,mg,Enamine Screening Compounds,1.0,408.0,100.0
275,c1ccc(c(c1)NS(=O)(=O)c2c(cccc2F)F)Cl,151033919,0.42857142857142894,0.12569606533605301,31322134,31322133,40.0,Z45632156,,,1018.0,favorites,HTS_Collection,,200.8,mg,Enamine Screening Compounds,1.0,272.0,100.0
276,COc1ccc(cc1)/C=C/2\C(=O)NC(=S)S2,103655257,1.0,0.129424834131315,206988569,206988570,48.0,STOCK3S-35381,,(E)-5-(4-methoxybenzylidene)-2-thioxothiazolidin-4-one,83.0,favorites,SC,,300.0,mg,InterBioScreen,1.0,593.0,100.0
277,c1ccc(cc1)Oc2ccc(cc2)c3c4c(ncnc4[nH]n3)N,177346035,0.381578947368421,0.11028957117180198,49863829,49863828,40.0,Z2753057767,,,1018.0,favorites,HTS_Collection,,,,Enamine Screening Compounds,1.0,272.0,100.0
278,c1ccc(c(c1)C(=O)Nc2ccncc2)Br,167033642,1.0,0.15660697963934303,3978572,3978571,119.0,STL260636,,,1529.0,favorites,Allium,,399.0,mg,Vitas M Labs,1.0,326.0,100.0
279,c1cc(c(cc1Cl)Cl)c2ccc(s2)/C=C/3\C(=O)NC(=S)S3,166823229,1.0,0.11981253451712,46368941,46368940,119.0,STK952487,,,1529.0,favorites,Advanced,,60.0,mg,Vitas M Labs,1.0,274.0,100.0
280,c1cc(oc1)C(=O)Nc2ncc(s2)Cc3cc(ccc3Cl)Cl,137681703,1.0,0.132613529934134,3424720,3424719,40.0,Z28935398,,,1018.0,favorites,HTS_Collection,,436.0,mg,Enamine Screening Compounds,1.0,272.0,100.0
281,c1ccc(cc1)CC(=O)NCC(=O)Nc2nc3ccccc3s2,151176288,1.0,0.13837798011763197,11880412,11880411,40.0,Z85501289,,,1018.0,favorites,HTS_Collection,,161.7,mg,Enamine Screening Compounds,1.0,272.0,100.0
282,c1ccc2c(c1)ncn2c3ccc(cc3)O,163731030,0.658536585365854,0.065142121731976,37095168,37095167,40.0,Z1318268952,,,1018.0,favorites,HTS_Collection,,21650.2,mg,Enamine Screening Compounds,1.0,272.0,100.0
283,c1ccc2c(c1)c(ccn2)N3CCNCC3,163730577,0.41772151898734206,0.102465534480473,46017186,30272770,40.0,Z2327569962,,,1018.0,favorites,Advanced_Collection,,23286.7,mg,Enamine Screening Compounds,1.0,408.0,100.0
284,COc1cc2c(cc1OCCCN3CCOCC3)c(ncn2)Nc4ccc(c(c4)Cl)F,163685423,0.46666666666666706,0.120002525871644,876432,876431,40.0,Z1551429741,,,1018.0,favorites,Advanced_Collection,,,,Enamine Screening Compounds,1.0,408.0,100.0
285,COc1cc2c(cc1OCCCN3CCOCC3)c(ncn2)Nc4ccc(c(c4)Cl)F,166385094,0.46666666666666706,0.120002525871644,876432,876431,119.0,STK621310,,,1529.0,favorites,Historical,,143.0,mg,Vitas M Labs,1.0,233.0,100.0
286,c1c(c(cc2c1OCO2)Cl)/C=C\3/C(=O)NC(=O)S3,166208535,1.0,0.12149433085623,46396001,46396000,119.0,STK244814,,,1529.0,favorites,Advanced,,162.0,mg,Vitas M Labs,1.0,274.0,100.0
287,c1cc(ccc1c2cc3c(s2)c(ncn3)SCC(=O)O)Br,138033176,1.0,0.10043625642614099,2867948,2867947,40.0,Z92591327,,,1018.0,favorites,Advanced_Collection,,18508.7,mg,Enamine Screening Compounds,1.0,408.0,100.0
288,Cc1ccc(cc1)C(=O)c2c(nc(s2)Nc3ccccc3)N,129155603,0.86046511627907,0.12334894662573101,32813508,32813507,7.0,F091-0008,,,9.0,favorites,NC,,5.0,mg,ChemDiv,1.0,533.0,100.0
289,c1cnccc1NC(=O)C2CCC(CC2)C(=O)Nc3ccncc3,138370708,0.7837837837837841,0.143973708287685,24012512,24012511,40.0,Z255132862,,,1018.0,favorites,HTS_Collection,,54.0,mg,Enamine Screening Compounds,1.0,272.0,100.0
290,Cc1cc(nc(n1)N2CCN(CC2)C(=O)Nc3ccc(cc3)OC)N4CCN(CC4)C,100565532,0.44680851063829796,0.12420345298750801,16360353,16360352,7.0,G868-1027,,,9.0,favorites,DC,,1.0,mg,ChemDiv,1.0,1205.0,1000.0
291,COc1cc(cnc1N)Cl,163714187,0.553191489361702,0.12145240452367301,32275545,32275544,40.0,Z2326990066,,,1018.0,favorites,HTS_Collection,,187.5,mg,Enamine Screening Compounds,1.0,272.0,100.0
292,CCCCc1ccc(cc1)Nc2nc3c(c(n2)N4CCCC4)nc[nH]3,146861497,0.518072289156627,0.12322239988867,31253778,31253777,42.0,F5955-0092,,,652.0,favorites,General,,39.0,mg,Life Chemicals,1.0,400.0,100.0
293,c1cc(ccc1c2c(non2)N)Br,140595430,0.442307692307692,0.08816051205305801,9873588,9873587,7.0,8019-6671,,,9.0,favorites,DC,,1.0,mg,ChemDiv,1.0,1205.0,1000.0
294,c1cc(ccc1c2c(non2)N)Br,163659052,0.442307692307692,0.08816051205305801,9873588,9873587,40.0,Z1213686170,,,1018.0,favorites,Advanced_Collection,,28611.4,mg,Enamine Screening Compounds,1.0,408.0,100.0
295,c1cc(ccc1c2c(non2)N)Br,166652200,0.442307692307692,0.08816051205305801,9873588,9873587,119.0,STK692846,,,1529.0,favorites,Historical,,74.0,mg,Vitas M Labs,1.0,233.0,100.0
296,CCCNC(=O)c1c(c(c([nH]1)C)C(=O)C)C,150996835,0.4,0.11572367043339099,3475452,3475451,40.0,Z33030355,,,1018.0,favorites,HTS_Collection,,11.6,mg,Enamine Screening Compounds,1.0,272.0,100.0
297,c1cc(ccc1c2ccnc(n2)N)F,167042405,0.566037735849057,0.075900813710196,904250,904249,119.0,STL176685,,,1529.0,favorites,Historical,,2.0,mg,Vitas M Labs,1.0,233.0,100.0
298,C([C@@H]1[C@@H]([C@@H]([C@H]([C@H](O1)OC[C@@H]2[C@H]([C@@H]([C@H]([C@@H](O2)O[C@@]3([C@@H]([C@H]([C@@H](O3)CO)O)O)CO)O)O)O)O)O)O)O,112319653,1.0,0.047811297603795995,35780490,26424089,48.0,STOCK1N-54169,,"(2S,3R,4S,5S,6R)-2-(((2R,3R,4R,5S)-3,4-dihydroxy-2,5-bis(hydroxymethyl)tetrahydrofuran-2-yl)oxy)-6-((((2S,3R,4S,5R,6R)-3,4,5-trihydroxy-6-(hydroxymethyl)tetrahydro-2H-pyran-2-yl)oxy)methyl)tetrahydro-",83.0,favorites,GNC,5 H2O,300.0,mg,InterBioScreen,1.0,2299.0,100.0
299,CN1CCN(CC1)c2ccc(cc2)NC(=O)c3ccc(o3)c4ccc(cc4)Br,103711464,1.0,0.129212776484488,2310484,2310483,48.0,STOCK4S-11922,,5-(4-bromophenyl)-N-(4-(4-methylpiperazin-1-yl)phenyl)furan-2-carboxamide,83.0,favorites,SCD,,223.0,mg,InterBioScreen,1.0,296.0,100.0
300,CN1CCN(CC1)c2ccc(cc2)NC(=O)c3ccc(o3)c4ccc(cc4)Br,166185762,1.0,0.129212776484488,2310484,2310483,119.0,STK327951,,,1529.0,favorites,Historical,,183.0,mg,Vitas M Labs,1.0,233.0,100.0
301,Cc1cc2c([nH]1)ccc(c2F)OCc3ncnn3C,189730836,0.390243902439024,0.112097365980496,189730835,189730834,40.0,Z1715480068,,,1018.0,favorites,Advanced_Collection,,40.7,mg,Enamine Screening Compounds,1.0,408.0,100.0
302,COc1cccc(c1)NC(=O)Nc2nnc(s2)c3ccncc3,103642186,1.0,0.127709095633746,1456962,1456961,48.0,STOCK3S-19475,,"1-(3-methoxyphenyl)-3-(5-(pyridin-4-yl)-1,3,4-thiadiazol-2-yl)urea",83.0,favorites,SC,,144.0,mg,InterBioScreen,1.0,593.0,100.0
303,COc1cccc(c1)NC(=O)Nc2nnc(s2)c3ccncc3,165872628,1.0,0.127709095633746,1456962,1456961,119.0,STK044659,,,1529.0,favorites,Historical,,77.0,mg,Vitas M Labs,1.0,233.0,100.0
304,COc1cccc(c1)NC(=O)Nc2nnc(s2)c3ccncc3,168569274,1.0,0.127709095633746,1456962,1456961,7.0,5133-0170,,,9.0,favorites,DC,,0.0,mg,ChemDiv,1.0,1205.0,1000.0
305,COc1ccc(cc1)Nc2c3c(csc3ncn2)c4ccccc4,103662630,1.0,0.11057578079877099,2116328,2116327,48.0,STOCK3S-44272,,"N-(4-methoxyphenyl)-5-phenylthieno[2,3-d]pyrimidin-4-amine",83.0,favorites,SCD,,300.0,mg,InterBioScreen,1.0,296.0,100.0
306,COc1ccc(cc1)Nc2c3c(csc3ncn2)c4ccccc4,146595399,1.0,0.11057578079877099,2116328,2116327,42.0,F1126-0441,,,652.0,favorites,General,,1.0,mg,Life Chemicals,1.0,400.0,100.0
307,COc1ccc(cc1)Nc2c3c(csc3ncn2)c4ccccc4,150976802,1.0,0.11057578079877099,2116328,2116327,40.0,Z31202230,,,1018.0,favorites,HTS_Collection,,113.8,mg,Enamine Screening Compounds,1.0,272.0,100.0
308,COc1ccc(cc1)Nc2c3c(csc3ncn2)c4ccccc4,166010251,1.0,0.11057578079877099,2116328,2116327,119.0,STK106101,,,1529.0,favorites,Historical,,129.0,mg,Vitas M Labs,1.0,233.0,100.0
309,COc1cc2c(cc1OC)ncnc2NCc3ccccc3,113034396,1.0,0.11840716471427301,4862503,4862502,48.0,STOCK7S-01127,,"N-benzyl-6,7-dimethoxyquinazolin-4-amine",83.0,favorites,SCD,,300.0,mg,InterBioScreen,1.0,296.0,100.0
310,COc1cc2c(cc1OC)ncnc2NCc3ccccc3,166751962,1.0,0.11840716471427301,4862503,4862502,119.0,STK940936,,,1529.0,favorites,Historical,,59.0,mg,Vitas M Labs,1.0,233.0,100.0
311,CCCCOc1nccc(n1)Nc2ccccc2C(=O)O,103536774,1.0,0.11120208434286,4396338,4396337,48.0,STOCK1S-56592,,2-((2-butoxypyrimidin-4-yl)amino)benzoic acid,83.0,favorites,SC,,192.0,mg,InterBioScreen,1.0,593.0,100.0
312,CCCCOc1nccc(n1)Nc2ccccc2C(=O)O,166867989,1.0,0.11120208434286,4396338,4396337,119.0,STL297947,,,1529.0,favorites,Historical,,63.0,mg,Vitas M Labs,1.0,233.0,100.0
313,c1ccc(cc1)c2cc(c3c(c(sc3n2)C(=O)N)N)c4ccco4,103596155,1.0,0.11903265218847599,1129902,1129901,48.0,STOCK2S-58659,,"3-amino-4-(furan-2-yl)-6-phenylthieno[2,3-b]pyridine-2-carboxamide",83.0,favorites,SC,,264.0,mg,InterBioScreen,1.0,593.0,100.0
314,c1ccc(cc1)c2cc(c3c(c(sc3n2)C(=O)N)N)c4ccco4,137916728,1.0,0.11903265218847599,1129902,1129901,40.0,Z57195671,,,1018.0,favorites,Advanced_Collection,,175.8,mg,Enamine Screening Compounds,1.0,408.0,100.0
315,c1ccc(cc1)c2cc(c3c(c(sc3n2)C(=O)N)N)c4ccco4,166476130,1.0,0.11903265218847599,1129902,1129901,119.0,STK805742,,,1529.0,favorites,Historical,,60.0,mg,Vitas M Labs,1.0,233.0,100.0
316,c1ccc(cc1)c2cc(c3c(c(sc3n2)C(=O)N)N)c4ccco4,168569106,1.0,0.11903265218847599,1129902,1129901,7.0,4296-0690,,,9.0,favorites,DC,,0.0,mg,ChemDiv,1.0,1205.0,1000.0
317,CC(C)(C)c1cc(no1)NC(=O)Cc2ccccc2,140605171,0.80952380952381,0.15475098836700502,20383270,20383269,7.0,Y200-4372,,,9.0,favorites,DC,,19.0,mg,ChemDiv,1.0,1205.0,1000.0
318,CC(C)(C)c1cc(no1)NC(=O)Cc2ccccc2,166464440,0.80952380952381,0.15475098836700502,20383270,20383269,119.0,STK492309,,,1529.0,favorites,Historical,,120.0,mg,Vitas M Labs,1.0,233.0,100.0
319,c1ccc(cc1)NC(=O)c2c(nccn2)N,127396069,0.612244897959184,0.13101948611123598,35479753,35479752,40.0,Z224484568,,,1018.0,favorites,HTS_Collection,,43.6,mg,Enamine Screening Compounds,1.0,272.0,100.0
320,c1cc(ccc1c2coc3cc(cc(c3c2=O)O)O)Cl,108362056,0.8039215686274509,0.093981285259888,1103453,1103452,42.0,F0196-0181,,,652.0,favorites,General,,24.0,mg,Life Chemicals,1.0,400.0,100.0
321,c1cc(ccc1c2coc3cc(cc(c3c2=O)O)O)Cl,112296222,0.8039215686274509,0.093981285259888,1103453,1103452,48.0,STOCK1N-10858,,"3-(4-chlorophenyl)-5,7-dihydroxy-4H-chromen-4-one",83.0,favorites,RDNC,,111.0,mg,InterBioScreen,1.0,1425.0,100.0
322,c1cc(ccc1c2coc3cc(cc(c3c2=O)O)O)Cl,167113633,0.8039215686274509,0.093981285259888,1103453,1103452,119.0,STL426073,,,1529.0,favorites,Historical,,1000.0,mg,Vitas M Labs,1.0,233.0,100.0
323,CCn1c2ccccc2nc1c3c(non3)N,163665883,0.607843137254902,0.080688177806889,1360661,1360660,40.0,Z1892061696,,,1018.0,favorites,Advanced_Collection,,385.3,mg,Enamine Screening Compounds,1.0,408.0,100.0
324,c1cc(ccc1/C=C\2/c3cc(ccc3NC2=O)Br)C(=O)O,166232017,0.603174603174603,0.11565767486766002,26688919,26688918,119.0,STK326189,,,1529.0,favorites,Advanced,,140.0,mg,Vitas M Labs,1.0,274.0,100.0
325,Cc1ccc(cc1)c2c(cn(n2)c3ccccc3)C(=O)Nc4ccccc4,150902829,1.0,0.128956087182545,2397745,2397744,40.0,Z27783017,,,1018.0,favorites,HTS_Collection,,358.6,mg,Enamine Screening Compounds,1.0,272.0,100.0
326,CCCCc1c(c2ccccc2o1)C(=O)c3ccc(cc3)O,146131030,0.5737704918032789,0.124447743191199,1238355,1238354,7.0,3039-0682,,,9.0,favorites,DC,,5.0,mg,ChemDiv,1.0,1205.0,1000.0
327,c1cc2c(c(sc2nc1)C(=O)N)N,100184964,1.0,0.120308495008097,7616001,7616000,7.0,C201-0952,,,9.0,favorites,DC,,122.0,mg,ChemDiv,1.0,1205.0,1000.0
328,c1cc2c(c(sc2nc1)C(=O)N)N,155187356,1.0,0.120308495008097,7616001,7616000,104.0,4033465,,"3-aminothieno[2,3-b]pyridine-2-carboxamide",994.0,favorites,1,,30.0,mg,ChemBridge,1.0,217.0,100.0
329,c1cc2c(c(sc2nc1)C(=O)N)N,162139150,1.0,0.120308495008097,7616001,7616000,42.0,F3382-2956,,,652.0,favorites,General,,9.0,mg,Life Chemicals,1.0,400.0,100.0
330,c1cc2c(c(sc2nc1)C(=O)N)N,166091516,1.0,0.120308495008097,7616001,7616000,119.0,STK398340,,,1529.0,favorites,Historical,,970.0,mg,Vitas M Labs,1.0,233.0,100.0
331,Cc1ccc(cc1Nc2nccc(n2)c3cccnc3)NC(=O)c4ccc(cc4)CN5CCN(CC5)C,163685418,0.7111111111111109,0.118874086699445,876446,876445,40.0,Z1551429727,,,1018.0,favorites,Advanced_Collection,,,,Enamine Screening Compounds,1.0,408.0,100.0
332,CC(=O)c1cn(c2c1cccc2)CCC(=O)NCCc3c[nH]c4c3cccc4,96549661,0.43877551020408206,0.115544833664065,30498440,30498439,7.0,Y041-9132,,,9.0,favorites,DC,,,,ChemDiv,1.0,1205.0,1000.0
333,CC(=O)c1cn(c2c1cccc2)CCC(=O)NCCc3c[nH]c4c3cccc4,113026886,0.43877551020408206,0.115544833664065,30498440,30498439,48.0,STOCK1N-74794,,N-(2-(1H-indol-3-yl)ethyl)-3-(3-acetyl-1H-indol-1-yl)propanamide,83.0,favorites,DNC,,300.0,mg,InterBioScreen,1.0,753.0,100.0
334,CC(=O)c1cn(c2c1cccc2)CCC(=O)NCCc3c[nH]c4c3cccc4,165937360,0.43877551020408206,0.115544833664065,30498440,30498439,119.0,STL469081,,,1530.0,favorites,Historical,,55.0,mg,Vitas M Labs,1.0,233.0,100.0
335,c1ccc(cc1)c2nnc(s2)Nc3ccccc3,167002993,1.0,0.06174484438801999,42782169,42782168,119.0,STL195343,,,1529.0,favorites,Advanced,,1000.0,mg,Vitas M Labs,1.0,274.0,100.0
336,c1cc(sc1)CC(=O)Nc2c(ccs2)C(=O)N,150929913,1.0,0.12864351014796802,29604795,29604794,40.0,Z29084246,,,1018.0,favorites,HTS_Collection,,36.0,mg,Enamine Screening Compounds,1.0,272.0,100.0
337,Cc1ccc(cc1)c2c(non2)N,166619286,0.469387755102041,0.09127030148358502,29548383,29548382,119.0,STK676937,,,1529.0,favorites,Allium,,62.0,mg,Vitas M Labs,1.0,326.0,100.0
338,c1cc2c(cc1Br)/C(=C/c3cc(c(c(c3)Br)O)O)/C(=O)N2,166400056,0.78,0.118949883189878,46418387,46418386,119.0,STK521330,,,1529.0,favorites,Advanced,,89.0,mg,Vitas M Labs,1.0,274.0,100.0
339,c1[nH]c2c(n1)c(nc(n2)N)NC3CCCCC3,103904990,0.5,0.108393001723226,35779191,27455063,48.0,STOCK6S-82840,,"N6-cyclohexyl-9H-purine-2,6-diamine hydrochloride",83.0,favorites,SC,HCl,187.0,mg,InterBioScreen,1.0,593.0,100.0
340,Cc1c2ccccc2c(=S)n(n1)c3ccccc3,103563119,0.426229508196721,0.081390273638584,2179904,2179903,48.0,STOCK2S-08636,,4-methyl-2-phenylphthalazine-1(2H)-thione,83.0,favorites,RSC,,7.0,mg,InterBioScreen,1.0,740.0,100.0
341,Cc1c2ccccc2c(=S)n(n1)c3ccccc3,154960112,0.426229508196721,0.081390273638584,2179904,2179903,104.0,6934709,,4-methyl-2-phenyl-1(2H)-phthalazinethione,994.0,favorites,2,,25.0,mg,ChemBridge,1.0,304.0,100.0
342,c1ccc2c(c1)/C(=C/Nc3ccc(cc3)S(=O)(=O)N)/C(=O)N2,100204175,1.0,0.11427749036446001,25830577,25830576,7.0,C285-0039,,,9.0,favorites,DC,,2.0,mg,ChemDiv,1.0,1205.0,1000.0
343,c1cc(sc1)C(=O)Nc2ncc(s2)Cc3ccc(cc3Cl)Cl,166824992,1.0,0.13934872655782002,2483389,2483388,119.0,STL021905,,,1529.0,favorites,Historical,,57.0,mg,Vitas M Labs,1.0,233.0,100.0
344,COc1ccc2c(c1)s/c(=N/C(=O)Cc3ccccc3OC)/[nH]2,166349075,1.0,0.11238879066990899,46497635,46497634,119.0,STK584645,,,1529.0,favorites,Historical,,55.0,mg,Vitas M Labs,1.0,233.0,100.0
345,c1ccc(cc1)Oc2ccc(cc2)C(=O)NCc3ccccn3,137706758,1.0,0.14259154772016902,3647680,3647679,40.0,Z30166389,,,1018.0,favorites,Advanced_Collection,,196.4,mg,Enamine Screening Compounds,1.0,408.0,100.0
346,COc1ccc(cc1)OCC(=O)Nc2c(c3c(s2)CCCC3)C(=O)N,146094538,1.0,0.13924857688081899,1088722,1088721,7.0,1683-3377,,,9.0,favorites,DC,,2.0,mg,ChemDiv,1.0,1205.0,1000.0
347,COc1ccc(cc1)OCC(=O)Nc2c(c3c(s2)CCCC3)C(=O)N,154801579,1.0,0.13924857688081899,1088722,1088721,104.0,5535570,,"2-{[(4-methoxyphenoxy)acetyl]amino}-4,5,6,7-tetrahydro-1-benzothiophene-3-carboxamide",994.0,favorites,2,,30.0,mg,ChemBridge,1.0,304.0,100.0
348,COc1ccc(cc1)OCC(=O)Nc2c(c3c(s2)CCCC3)C(=O)N,166183569,1.0,0.13924857688081899,1088722,1088721,119.0,STK355704,,,1529.0,favorites,Historical,,135.0,mg,Vitas M Labs,1.0,233.0,100.0
349,c1ccc2c(c1)c(ncn2)Nc3cccc(c3)I,155110561,1.0,0.08051296264857101,1881976,1881975,104.0,7996637,,N-(3-iodophenyl)-4-quinazolinamine hydrochloride,994.0,favorites,1,,30.0,mg,ChemBridge,1.0,217.0,100.0
350,COc1cc(cc(c1OC)OC)Nc2c3cc(c(cc3ncn2)OC)OC,113035320,1.0,0.09008848480625098,30510876,30510875,48.0,STOCK7S-02051,,"6,7-dimethoxy-N-(3,4,5-trimethoxyphenyl)quinazolin-4-amine",83.0,favorites,SCD,,300.0,mg,InterBioScreen,1.0,296.0,100.0
351,COc1cc(cc(c1OC)OC)Nc2c3cc(c(cc3ncn2)OC)OC,166751775,1.0,0.09008848480625098,30510876,30510875,119.0,STK940745,,,1529.0,favorites,Historical,,75.0,mg,Vitas M Labs,1.0,233.0,100.0
352,CC(=O)Nc1nc2ccc(cc2s1)NS(=O)(=O)c3ccc(cc3)Cl,100465802,0.621621621621622,0.127727098767424,27130630,27130629,7.0,F689-0101,,,9.0,favorites,DC,,176.0,mg,ChemDiv,1.0,1205.0,1000.0
353,Cc1cc(no1)NC(=O)Nc2ccc(cc2)NC(=O)c3cccs3,151905526,0.539473684210526,0.127832221280439,32152293,32152292,40.0,Z977670232,,,1018.0,favorites,HTS_Collection,,451.1,mg,Enamine Screening Compounds,1.0,272.0,100.0
354,CN1CCN(CC1)C2CCN(CC2)C(=O)c3cccc(c3)OC,103630233,0.4712643678160921,0.129084102121976,2169598,2169597,48.0,STOCK3S-04844,,(3-methoxyphenyl)(4-(4-methylpiperazin-1-yl)piperidin-1-yl)methanone,83.0,favorites,SCD,,258.0,mg,InterBioScreen,1.0,296.0,100.0
355,CN1CCN(CC1)C2CCN(CC2)C(=O)c3cccc(c3)OC,146224365,0.4712643678160921,0.129084102121976,2169598,2169597,7.0,5607-0065,,,9.0,favorites,DC,,3.0,mg,ChemDiv,1.0,1205.0,1000.0
356,CN1CCN(CC1)C2CCN(CC2)C(=O)c3cccc(c3)OC,165900534,0.4712643678160921,0.129084102121976,2169598,2169597,119.0,STK171261,,,1529.0,favorites,Historical,,371.0,mg,Vitas M Labs,1.0,233.0,100.0
