eMolecules_Order_Number,NAME,PO_Number,ORIG_ROWNUM,MATCH_TYPE,MWT,SMILES,SUPPLIER_NAME,CATALOG_NUMBER,SHIPPED_AMOUNT,SHIPPED_UNITS,BARCODE,PLATE_BARCODE,LOCATION,Text 1,EMOLECULES_ID
350033304,Mehtap Isik,,295,exact,381.28,CCOc1ccc2c(c1)sc(n2)NC(=O)Cc1ccc(c(c1)Cl)Cl,Enamine Screening Compounds,Z30206127,,mg,,,,,3365457
350033304,Mehtap Isik,,296,exact,304.34,O=C(c1ccc(cc1)Oc1ccccc1)NCc1ccncc1,Vitas M Labs,STK331324,,mg,,,,,3374919
350033304,Mehtap Isik,,298,exact,359.35,Fc1ccc(cc1)C(=O)Nc1ccccc1c1nc2ccccc2[nH]c1=O,UORSY,PB108641478,,mg,,,,,3513384
350033304,Mehtap Isik,,299,exact,265.31,COc1ccc(cc1)CNc1ncnc2c1cccc2,Enamine Screening Compounds,Z127091022,,mg,,,,,3560787
350033304,Mehtap Isik,,300,exact,394.49,O=C(c1ccc(cc1)S(=O)(=O)N(c1ccccc1)C)N(Cc1ccccc1)C,Enamine Screening Compounds,Z27745923,,mg,,,,,3563294
350033304,Mehtap Isik,,301,exact,358.45,COc1ccc(cc1)CCC(=O)Nc1sc2c(c1C(=O)N)CCCC2,UORSY,PB27434797,,mg,,,,,3565625
350033304,Mehtap Isik,,302,exact,342.41,CCOc1ccc2c(c1)sc(n2)NC(=O)Cc1cccc(c1)OC,Enamine Screening Compounds,Z30206300,,mg,,,,,3590441
350033304,Mehtap Isik,,303,exact,267.11,O=C(c1ccncc1)Nc1c(Cl)cccc1Cl,Vitas M Labs,STK458657,,mg,,,,,3605943
350033304,Mehtap Isik,,304,exact,304.34,O=C(c1ccc(cc1)Oc1ccccc1)NCc1ccccn1,Enamine Screening Compounds,Z30166389,,mg,,,,,3647680
350033304,Mehtap Isik,,305,exact,328.19,O=C(Nc1cccc(c1Cl)Cl)Nc1noc(c1)C(C)(C)C,Vitas M Labs,STK472273,,mg,,,,,4009733
350033304,Mehtap Isik,,306,exact,360.43,OC(=O)CCCC(=O)Nc1scc(c1C(=O)N)c1ccc(c(c1)C)C,Vitas M Labs,STK471931,,mg,,,,,4038159
350033304,Mehtap Isik,,308,exact,420.46,CCOC(=O)c1ccc(cc1)Nc1cc(C)nc(n1)Nc1ccc(cc1)C(=O)OCC,Vitas M Labs,STK097966,,mg,,,,,4375254
350033304,Mehtap Isik,,315,exact,409.27,NC(=O)c1ccc(cc1)c1nnc(c2c1cccc2)Nc1ccc(c(c1)Cl)Cl,Vitas M Labs,STK023605,,mg,,,,,4424334
350033304,Mehtap Isik,,322,exact,353.38,OCCCCn1c(cn2c1nc1c2c(=O)[nH]c(=O)n1C)c1ccccc1,ChemDiv,8014-9048,,mg,,,,,4541974
350033304,Mehtap Isik,,341,exact,269.26,COC(=O)c1ccc(cc1)Nc1ncnc2c1nc[nH]2,Vitas M Labs,STK944571,,mg,,,,,4934119
350033304,Mehtap Isik,,344,exact,245.67,Clc1ccc(cc1)Nc1ncnc2c1cn[nH]2,Vitas M Labs,STK948995,,mg,,,,,4987297
350033304,Mehtap Isik,,347,exact,328.43,O=C(c1ccc(c(c1)C)C)Nc1sc2c(c1C(=O)N)CCCC2,Life Chemicals,F0328-0539,,mg,,,,,5393098
350033304,Mehtap Isik,,349,exact,440.77,Brc1ccc(cc1)CSc1nnc(s1)NC(=O)c1ccccc1Cl,Life Chemicals,F0417-1895,,mg,,,,,5428718
350033304,Mehtap Isik,,350,exact,424.31,Fc1ccc(cc1)C(=O)Nc1nnc(s1)SCc1ccc(cc1)Br,Life Chemicals,F0417-1904,,mg,,,,,5428734
350033304,Mehtap Isik,,351,exact,379.86,Clc1ccc(cc1)C(=O)Nc1nnc(s1)SCc1cccc(c1)F,Life Chemicals,F0417-1973,,mg,,,,,5428814
350033304,Mehtap Isik,,352,exact,363.4,Fc1ccc(cc1)C(=O)Nc1nnc(s1)SCc1cccc(c1)F,Life Chemicals,F0417-1984,,mg,,,,,5428828
350033304,Mehtap Isik,,353,exact,361.87,O=C(c1ccccc1Cl)Nc1nnc(s1)SCc1ccccc1,Enamine Screening Compounds,Z28657719,,mg,,,,,5432942
350033304,Mehtap Isik,,354,exact,306.34,COc1cc(ccc1OC)C(=O)Nc1sccc1C(=O)N,Life Chemicals,F1358-0295,,mg,,,,,5490783
350033304,Mehtap Isik,,355,exact,310.37,O=C(Cc1cccc2c1cccc2)Nc1sccc1C(=O)N,Enamine Screening Compounds,Z29084235,,mg,,,,,5490817
350033304,Mehtap Isik,,356,exact,304.34,CCNc1c(=O)n(C)c2c3c1c1ccccc1c(=O)c3ccc2,Life Chemicals,F1414-1209,,mg,,,,,5497209
350033304,Mehtap Isik,,357,exact,457.96,O=C(Nc1nc2c(s1)cc(cc2)C)Cc1csc(n1)NC(=O)Nc1cccc(c1)Cl,Life Chemicals,F2096-0678,,mg,,,,,5551808
350033304,Mehtap Isik,,358,exact,287.31,Fc1cccc(c1)CSc1nnc(o1)c1ccncc1,Enamine Screening Compounds,Z21485174,,mg,,,,,5616156
350033304,Mehtap Isik,,362,exact,358.84,Clc1cnc(c(c1)c1ccc(cc1)S(=O)(=O)C)c1ccc(nc1)C,Life Chemicals,F2173-0490,,mg,,,,,5758581
350033304,Mehtap Isik,,363,exact,278.33,c1ccc(cc1)Nc1ncnc2c1sc1c2cccn1,Maybridge,MGH00214,,mg,,,,,5773333
350033304,Mehtap Isik,,364,exact,372.37,FC(c1cccc(c1)Sc1ccc2n(n1)c(nn2)c1ccccc1)(F)F,Maybridge,RH00148,,mg,,,,,5783305
350033304,Mehtap Isik,,365,exact,319.28,FC(c1ccc(cc1)c1nnc2n1nc(cc2)NC1CC1)(F)F,Maybridge,RH00113,,mg,,,,,5784088
350033304,Mehtap Isik,,366,exact,347.37,Cc1ccc(cc1)C(=O)Nc1nccc(n1)c1ccc2c(c1)OCCO2,Maybridge,FM00204,,mg,,,,,5805584
350033304,Mehtap Isik,,367,exact,366.86,COC(=O)c1sc(cc1NC(=O)Nc1ccc(cc1)Cl)C(C)(C)C,Maybridge,GK00700,,mg,,,,,5808501
350033304,Mehtap Isik,,368,exact,281.35,COC(=O)c1sccc1NC(=O)Cc1cccs1,Maybridge,GK01981,,mg,,,,,5808531
350033304,Mehtap Isik,,369,exact,376.43,Fc1ccc(cc1)S(=O)(=O)Nc1cc(sc1C(=O)N)c1ccccc1,Maybridge,GK01017,,mg,,,,,5809584
350033304,Mehtap Isik,,370,exact,206.27,Nc1nccc(n1)c1sc(nc1C)C,Maybridge,CD09763,,mg,,,,,5823246
350033304,Mehtap Isik,,371,exact,295.34,COc1cc2c(ncnc2cc1OC)Nc1cccc(c1)C,Maybridge,GK03474,,mg,,,,,5828805
350033304,Mehtap Isik,,372,exact,502.3,Clc1cccc(c1OCc1noc(n1)CSc1nncn1c1ccc(cc1)C(F)(F)F)Cl,Maybridge,HTS00213,,mg,,,,,5830013
350033304,Mehtap Isik,,373,exact,301.77,COc1cc2c(cc1OC)CCN=C2c1cccc(c1)Cl,Maybridge,MB00254,,mg,,,,,5837205
350033304,Mehtap Isik,,375,exact,306.79,O=C(Nc1cc(nn1C)C(C)(C)C)Nc1ccc(cc1)Cl,Maybridge,KM00549,,mg,,,,,5846040
350033304,Mehtap Isik,,376,exact,364.42,COc1ccc(c(c1)Sc1ccc2n(n1)c(nn2)c1ccccc1)OC,Maybridge,RH00147,,mg,,,,,5847064
350033304,Mehtap Isik,,379,exact,262.26,O=C(c1cc2c(o1)cccc2)c1cc2c(o1)cccc2,Enamine Screening Compounds,Z232333564,,mg,,,,,6263924
350033304,Mehtap Isik,,380,exact,314.43,Cc1cccc(c1)Cc1cnc(s1)NC(=O)c1cccs1,UORSY,PB57188074,,mg,,,,,6458515
350033304,Mehtap Isik,,381,exact,217.22,Oc1cc2c3CCCNC(=O)c3oc2cc1,ChemDiv,5816-0042,,mg,,,,,6679830
350033304,Mehtap Isik,,383,exact,378.37,O=C(c1nscc1NCc1ccncc1)Nc1cccc(c1)C(F)(F)F,ChemDiv,H024-0115,,mg,,,,,6697792
350033304,Mehtap Isik,,385,salt/solvate,925.46,Fc1cccc(c1)COc1ccc(cc1Cl)Nc1ncnc2c1cc(cc2)c1ccc(o1)CNCCS(=O)(=O)C.Cc1ccc(cc1)S(=O)(=O)O.Cc1ccc(cc1)S(=O)(=O)O,Enamine Screening Compounds,Z1692482592,,mg,,,,,32176495
350033304,Mehtap Isik,,388,exact,345.41,Fc1ccc(cc1)C(=O)Nc1nnc(s1)SCc1ccccc1,ChemDiv,8009-4027,,mg,,,,,6766101
350033304,Mehtap Isik,,394,exact,193.23,NC(=O)c1sc2c(c1N)cccn2,Vitas M Labs,STK398340,,mg,,,,,7616001
350033304,Mehtap Isik,,402,exact,255.28,Nc1nonc1c1nc2c(n1CC1CC1)cccc2,Vitas M Labs,STL482461,,mg,,,,,8332960
350033304,Mehtap Isik,,403,exact,303.77,Clc1cccc(c1)CSc1nnc(o1)c1ccncc1,Life Chemicals,F2771-0111,,mg,,,,,8687115
350033304,Mehtap Isik,,407,exact,238.24,OC(=O)c1ccc2c(c1)ncn2c1ccccc1,Life Chemicals,F2158-0112,,mg,,,,,8765039
350033304,Mehtap Isik,,411,salt/solvate,464.9,Clc1ccc(cc1)Nc1nnc(c2c1cccc2)Cc1ccncc1.OC(=O)CCC(=O)O,Life Chemicals,F9995-0197,,mg,,,,,10510651
350033304,Mehtap Isik,,415,exact,319.35,COC(=O)c1ccccc1NC(=O)Cc1cccc2c1cccc2,Enamine Screening Compounds,Z27655988,,mg,,,,,9868497
350033304,Mehtap Isik,,417,exact,229.21,Fc1cccc(c1)Nc1ncnc2c1cn[nH]2,Enamine Screening Compounds,Z56903254,,mg,,,,,9997213
350033304,Mehtap Isik,,421,exact,488.01,OCCN1CCN(CC1)c1cc(nc(n1)C)Nc1ncc(s1)C(=O)Nc1c(C)cccc1Cl,Enamine Screening Compounds,Z2786158251,,mg,,,,,10748986
350033304,Mehtap Isik,,422,exact,403.31,O=C(Nc1cccc(c1Cl)Cl)Nc1cc(nn1c1ccccc1)C(C)(C)C,Enamine Screening Compounds,Z2216889245,,mg,,,,,10794751
350033304,Mehtap Isik,,433,exact,325.38,O=C(Cc1ccccc1)NCC(=O)Nc1nc2c(s1)cccc2,Enamine Screening Compounds,Z85501289,,mg,,,,,11880412
350033304,Mehtap Isik,,435,exact,328.39,COc1cccc(c1)CC(=O)Nc1nc2c(s1)cc(cc2)OC,Enamine Screening Compounds,Z27678815,,mg,,,,,12272961
350033304,Mehtap Isik,,439,exact,237.26,O=C(c1n[nH]c2c1cccc2)Nc1ccccc1,Enamine Screening Compounds,Z31504656,,mg,,,,,13419113
350033304,Mehtap Isik,,441,exact,270.31,O=C(c1n[nH]c(c1)c1ccccc1)Nc1nccs1,Enamine Screening Compounds,Z183099830,,mg,,,,,13487892
350033304,Mehtap Isik,,442,exact,295.31,Fc1ccc(cc1)CNC(=O)c1n[nH]c(c1)c1ccccc1,Enamine Screening Compounds,Z116562216,,mg,,,,,13489929
350033304,Mehtap Isik,,445,exact,426.69,CC(=O)N1CCN(CC1)c1c(cccc1Cl)NC(=O)c1ccc(o1)Br,Vitas M Labs,STK319791,,mg,,,,,13582141
350033304,Mehtap Isik,,471,exact,250.66,O=C(c1c(F)cccc1Cl)Nc1ccncc1,Vitas M Labs,STK492651,,mg,,,,,17004732
350033304,Mehtap Isik,,473,exact,382.36,COc1ccccc1CC(=O)Nc1nc2c(s1)cc(cc2)OC(F)(F)F,Enamine Screening Compounds,Z167535094,,mg,,,,,17211030
350033304,Mehtap Isik,,482,exact,398.68,CN1CCN(CC1)c1c(cccc1Cl)NC(=O)c1ccc(o1)Br,Vitas M Labs,STK729606,,mg,,,,,17664146
350033304,Mehtap Isik,,486,exact,241.26,O=C(Nc1ccccc1F)/C=C/c1ccccc1,Vitas M Labs,STK201703,,mg,,,,,17837989
350033304,Mehtap Isik,,489,exact,328.16,Brc1cncc(c1)C(=O)Nc1cccc2c1nccc2,Enamine Screening Compounds,Z28487401,,mg,,,,,18893169
350033304,Mehtap Isik,,490,exact,426.44,O=C(Nc1ncc(s1)Cc1ccc(c(c1)F)F)CCc1nc2ccccc2c(=O)[nH]1,Enamine Screening Compounds,Z278071350,,mg,,,,,18897105
350033304,Mehtap Isik,,491,exact,304.77,Clc1ccc(o1)C(=O)Nc1ccccc1N1CCCCC1,Enamine Screening Compounds,Z119335440,,mg,,,,,18908671
350033304,Mehtap Isik,,492,exact,325.38,COC(=O)c1sccc1NC(=O)Cc1cccc2c1cccc2,Enamine Screening Compounds,Z109088640,,mg,,,,,18914628
350033304,Mehtap Isik,,493,exact,388.44,c1ccc(cc1)c1ccc(cc1)CSc1nnc(o1)c1ccc2c(c1)OCO2,Enamine Screening Compounds,Z19456538,,mg,,,,,19358826
350033304,Mehtap Isik,,494,exact,398.47,CCN(CCNC(=O)c1c(C)[nH]c(c1C)/C=C/1\C(=O)Nc2c1cc(F)cc2)CC,Enamine Screening Compounds,Z2568722545,,mg,,,,,23296409
350033304,Mehtap Isik,,495,exact,311.36,O=C(Nc1nc2c(s1)cccc2)CNC(=O)c1ccccc1,Enamine Screening Compounds,Z69130143,,mg,,,,,23354217
350033304,Mehtap Isik,,498,exact,337.37,COc1cc(CNC(=O)c2n[nH]c(c2)c2ccccc2)ccc1OC,Enamine Screening Compounds,Z116549682,,mg,,,,,23991783
350033304,Mehtap Isik,,505,exact,340.18,O=C1S/C(=C/c2ccc(o2)c2ccc(cc2Cl)Cl)/C(=O)N1,Vitas M Labs,STL482447,,mg,,,,,25775229
350033304,Mehtap Isik,,506,exact,323.73,O=C1S/C(=C/c2ccc(o2)c2ccc(c(c2)Cl)F)/C(=O)N1,Vitas M Labs,STL282834,,mg,,,,,25775231
350033304,Mehtap Isik,,509,nonisomeric,380.25,O=C1NC(=O)/C(=C\c2cccc(c2)OCc2ccc(cc2Cl)Cl)/S1,Vitas M Labs,STL282831,,mg,,,,,46568819
350033304,Mehtap Isik,,515,exact,284.13,O=C1NC(=O)/C(=C/c2cccc(c2)Br)/S1,Vitas M Labs,STL282811,,mg,,,,,25849195
350033304,Mehtap Isik,,516,exact,340.18,O=C1S/C(=C/c2ccc(o2)c2ccc(c(c2)Cl)Cl)/C(=O)N1,Vitas M Labs,STL282810,,mg,,,,,25857006
350033304,Mehtap Isik,,518,exact,364.21,O=C1S/C(=C/c2ccc(o2)c2ccc(cc2Br)C)/C(=O)N1,Vitas M Labs,STL282824,,mg,,,,,25884764
350033304,Mehtap Isik,,520,exact,330.4,Cc1ccc(o1)/C=C/C(=O)Nc1sc2c(c1C(=O)N)CCCC2,Vitas M Labs,STK413276,,mg,,,,,25901441
350033304,Mehtap Isik,,522,nonisomeric,234.27,CSc1ccc(cc1)/C=C\1/NC(=O)NC1=O,ChemDiv,3989-0035,,mg,,,,,27013168
350033304,Mehtap Isik,,523,exact,284.13,O=C1NC(=O)S/C/1=C\c1ccc(cc1)Br,Vitas M Labs,STK397033,,mg,,,,,26089200
350033304,Mehtap Isik,,525,nonisomeric,249.29,CCOc1ccc(cc1)/C=C\1/SC(=O)NC1=O,Vitas M Labs,STL282804,,mg,,,,,25801505
350033304,Mehtap Isik,,526,nonisomeric,219.26,O=C1NC(=O)SC1=Cc1ccc(cc1)C,Enamine Screening Compounds,Z44299593,,mg,,,,,206893608
350033304,Mehtap Isik,,527,nonisomeric,223.22,O=C1NC(=O)/C(=C\c2cccc(c2)F)/S1,Vitas M Labs,STK742318,,mg,,,,,2069689
350033304,Mehtap Isik,,528,nonisomeric,223.22,O=C1NC(=O)/C(=C\c2ccccc2F)/S1,Vitas M Labs,STK868728,,mg,,,,,207007221
350033304,Mehtap Isik,,530,exact,316.37,O=C(Nc1sc2c(c1C(=O)N)CCCC2)/C=C/c1ccco1,Vitas M Labs,STK086432,,mg,,,,,26455740
350033304,Mehtap Isik,,531,exact,253.3,CCc1nc(c([nH]1)/C=C/1\C(=O)Nc2c1cccc2)C,Maybridge,HTS05063,,mg,,,,,26484926
350033304,Mehtap Isik,,532,exact,287.32,O=C1Nc2c(/C/1=C/c1c[nH]nc1c1ccccc1)cccc2,Maybridge,HTS05824,,mg,,,,,26484953
350033304,Mehtap Isik,,533,nonisomeric,211.22,O=C1Nc2c(/C/1=C\c1ccco1)cccc2,Maybridge,CD00746,,mg,,,,,23031420
350033304,Mehtap Isik,,538,nonisomeric,237.25,Oc1ccc(cc1)C=C1C(=O)Nc2c1cccc2,Enamine Screening Compounds,Z44305789,,mg,,,,,26090546
350033304,Mehtap Isik,,571,exact,352.37,O=C(Nc1ccc(cc1)n1cnnn1)CSc1nc2c(o1)cccc2,Life Chemicals,F5791-1087,,mg,,,,,30149417
350033304,Mehtap Isik,,572,exact,328.37,Oc1ccc2c(c1)nccc2c1c2CCCn2nc1c1ccccn1,Life Chemicals,F9995-0144,,mg,,,,,30151569
350033304,Mehtap Isik,,573,exact,437.52,CN(c1ccc2c(c1)nn(c2C)C)c1ccnc(n1)Nc1ccc(c(c1)S(=O)(=O)N)C,Enamine Screening Compounds,Z1541638525,,mg,,,,,30151586
350033304,Mehtap Isik,,579,salt/solvate,287.77,NCCNS(=O)(=O)c1cccc2c1ccnc2.Cl,Enamine Screening Compounds,Z1491213468,,mg,,,,,8830330
350033304,Mehtap Isik,,582,exact,269.73,Clc1ccc(cc1)CNc1ncnc2c1cccc2,Enamine Screening Compounds,Z126957826,,mg,,,,,30719859
350033304,Mehtap Isik,,644,exact,209.25,Nc1ccc2c(c1)ncn2c1ccccc1,Enamine Screening Compounds,Z57290870,,mg,,,,,31653344
350033304,Mehtap Isik,,652,exact,227.26,O=C(c1n[nH]c(c1)c1ccccc1)NC1CC1,Enamine Screening Compounds,Z116525674,,mg,,,,,31855157
350033304,Mehtap Isik,,701,exact,267.28,O=C(c1n[nH]c(c1)c1ccccc1)NCc1ccco1,Enamine Screening Compounds,Z116291872,,mg,,,,,35149447
350033304,Mehtap Isik,,703,exact,379.86,Fc1ccc(cc1)CSc1nnc(s1)NC(=O)c1ccc(cc1)Cl,Enamine Screening Compounds,Z28653510,,mg,,,,,35679514
350033304,Mehtap Isik,,752,exact,237.26,NC(=O)c1ccc2c(c1)nc([nH]2)c1ccccc1,Vitas M Labs,STL497402,,mg,,,,,37053191
350033304,Mehtap Isik,,753,exact,210.23,Oc1ccc(cc1)n1cnc2c1cccc2,Enamine Screening Compounds,Z1318268952,,mg,,,,,37095168
350033304,Mehtap Isik,,755,exact,420.51,O=C(c1onc(n1)c1cccnc1)NCCCN1CCN(CC1)c1ccc(c(c1)C)C,ChemDiv,Z066-0014,,mg,,,,,37139364
350033304,Mehtap Isik,,787,exact,452.73,Clc1ccc(cc1)c1nn(cc1C(=O)Nc1ccc(cc1)Br)c1ccccc1,UORSY,PB27864652,,mg,,,,,43360388
350033304,Mehtap Isik,,793,nonisomeric,263.33,O=C1Nc2c(/C/1=C/c1ccc(cc1)C(C)C)cccc2,Life Chemicals,F0807-0563,,mg,,,,,45809595
350033304,Mehtap Isik,,807,exact,316.35,COc1ccccc1CC(=O)Nc1nc2c(s1)cc(cc2)F,UORSY,PB28046183,,mg,,,,,43822335
350033304,Mehtap Isik,,808,exact,403.86,COc1ccc(cc1)c1nn(cc1C(=O)Nc1ccc(cc1)Cl)c1ccccc1,UORSY,PB28239562,,mg,,,,,43825034
350033304,Mehtap Isik,,809,exact,325.38,COC(=O)c1sccc1NC(=O)Cc1ccc2c(c1)cccc2,UORSY,PB109169894,,mg,,,,,43969324
350033304,Mehtap Isik,,811,exact,401.48,O=C(c1scnc1CCc1ccncc1)Nc1ccc(cc1)Oc1ccccc1,ChemDiv,H024-0003,,mg,,,,,44160569
350033304,Mehtap Isik,,812,exact,365.49,O=C(c1scnc1CCc1ccncc1)Nc1ccc(cc1)C(C)(C)C,ChemDiv,H024-0009,,mg,,,,,44160581
350033304,Mehtap Isik,,813,exact,341.79,Clc1ccc(cc1)NC(=O)c1c(NCc2ccncc2)ncn1C,ChemDiv,H024-0294,,mg,,,,,44160850
350033304,Mehtap Isik,,814,exact,583.7,COc1c(NC(=O)C(=O)c2ccc(c3c2cccc3)OCCN2CCOCC2)cc(cc1NS(=O)(=O)C)C(C)(C)C,ChemDiv,H027-2186C,,mg,,,,,44161090
350033304,Mehtap Isik,,840,exact,191.25,Cc1cnc(s1)Nc1ccccn1,Vitas M Labs,STK071365,,mg,,,,,44750813
350033304,Mehtap Isik,,889,nonisomeric,255.7,Clc1ccc2c(c1)C(=Cc1ccccc1)C(=O)N2,Enamine Screening Compounds,Z44304337,,mg,,,,,42766753
350033304,Mehtap Isik,,899,nonisomeric,273.23,O=C1NC(=O)/C(=C\c2cccc(c2)C(F)(F)F)/S1,UORSY,PB44377042,,mg,,,,,25876127
350033304,Mehtap Isik,,901,exact,265.29,CCOc1cccc(c1O)/C=C\1/SC(=O)NC1=O,Vitas M Labs,STL282809,,mg,,,,,44858563
350033304,Mehtap Isik,,906,exact,198.22,O=C(c1ccccc1)Nc1ccncc1,Vitas M Labs,STK410907,,mg,,,,,45490344
350033304,Mehtap Isik,,908,nonisomeric,276.29,O=C1OC(=NC1=Cc1cccnc1)C=Cc1ccccc1,Enamine Screening Compounds,Z56820688,,mg,,,,,33333567
350033304,Mehtap Isik,,911,exact,263.31,CCCOc1ccc(cc1)/C=C/1\SC(=O)NC1=O,Vitas M Labs,STK434410,,mg,,,,,45791907
350033304,Mehtap Isik,,912,nonisomeric,239.24,Fc1ccc(cc1)C=C1C(=O)Nc2c1cccc2,Enamine Screening Compounds,Z44305809,,mg,,,,,26090562
350033304,Mehtap Isik,,917,exact,293.3,CCOc1cc2OCOc2cc1/C=C/1\SC(=O)NC1=O,Vitas M Labs,STK155146,,mg,,,,,45945033
350033304,Mehtap Isik,,918,exact,377.15,COc1cc(/C=C\2/SC(=O)NC2=O)cc(c1O)I,Vitas M Labs,STK244885,,mg,,,,,45945887
350033304,Mehtap Isik,,936,exact,235.26,COc1cccc(c1)/C=C/1\SC(=O)NC1=O,Vitas M Labs,STK795222,,mg,,,,,46518204
350033304,Mehtap Isik,,938,exact,237.25,Oc1ccccc1/C=C/1\C(=O)Nc2c1cccc2,Vitas M Labs,STL289236,,mg,,,,,46568548
350033304,Mehtap Isik,,939,exact,344.18,CCOc1cc(Br)cc(c1O)/C=C/1\SC(=O)NC1=O,Vitas M Labs,STL283056,,mg,,,,,46568745
350033304,Mehtap Isik,,940,exact,239.68,O=C1NC(=O)/C(=C/c2cccc(c2)Cl)/S1,Vitas M Labs,STL282835,,mg,,,,,46568821
350033304,Mehtap Isik,,941,nonisomeric,251.28,COc1ccc(cc1)C=C1C(=O)Nc2c1cccc2,Enamine Screening Compounds,Z44305820,,mg,,,,,26090574
350033304,Mehtap Isik,,944,nonisomeric,237.25,Oc1cccc(c1)C=C1C(=O)Nc2c1cccc2,Enamine Screening Compounds,Z44305861,,mg,,,,,26090614
350033304,Mehtap Isik,,948,nonisomeric,314.79,NCCN1C(=O)S/C(=C/c2ccc(cc2)OC)/C1=O.Cl,UORSY,PB56882137,,mg,,,,,45772500
350033304,Mehtap Isik,,972,exact,161.16,O=c1[nH]nc(c2c1cccc2)N,Vitas M Labs,STL367866,,mg,,,,,49398053
350033304,Mehtap Isik,,974,salt/solvate,292.16,Clc1cccc(c1)Nc1ncnc2c1cccc2.Cl,Maybridge,DP00818,,mg,,,,,1859493
350033304,Mehtap Isik,,1005,exact,303.32,Nc1ncnc2c1c(n[nH]2)c1ccc(cc1)Oc1ccccc1,Enamine Screening Compounds,Z2753057767,,mg,,,,,49863829
350033304,Mehtap Isik,,1089,exact,210.23,O=C1Nc2c(/C/1=C\c1[nH]ccc1)cccc2,Vitas M Labs,STL426572,,mg,,,,,54874382
