SMILES,TITLE,TANIMOTO,AVG_TANIMOTO,Version_ID,Parent_ID,Supplier_ID,Compound_ID,CAS_number,Chemical_name,Catalog_ID,Supplier_status,Price_code,Salt_comment,Availability_amount,Availability_units,Supplier_name,Supplier_tier,Price_USD,Amount_mg
c1cc(sc1)c2cc(c3c(c(sc3n2)C(=O)N)N)C(F)(F)F,146191804,1.000000000000000,0.114650682444220,37117785,37117784,7,4365-0021,NA,NA,9,favorites,DC,NA,2.0,mg,ChemDiv,1,1205.0,1000.0
c1ccc(cc1)c2csc3c2c(ncn3)Nc4cccc(c4)O,140893681,1.000000000000000,0.067049854511371,5642008,5642007,64,7014750002,NA,NA,516,standard,NA,NA,538.0,mg,Otava,3,NA,NA
c1ccc(cc1)c2csc3c2c(ncn3)Nc4cccc(c4)O,190209783,1.000000000000000,0.067049854511371,31653711,5642007,1380,STT-00229487,NA,NA,1758,favorites,NA,HCl,NA,NA,InnovaPharm - Screening Compounds,1,NA,NA
COc1ccc(cc1Cl)NC(=S)NC(=O)Cc2ccccc2,133057514,0.494117647058824,0.124860056926849,1670484,1670483,61,OSSK_370534,NA,NA,163,standard,NA,NA,278.0,mg,Princeton BioMolecular Research,3,NA,NA
COc1ccc(cc1Cl)NC(=S)NC(=O)Cc2ccccc2,154926248,0.494117647058824,0.124860056926849,1670484,1670483,104,6600578,NA,N-{[(3-chloro-4-methoxyphenyl)amino]carbonothioyl}-2-phenylacetamide,994,favorites,0,NA,100.0,mg,ChemBridge,1,1.0,1.0
COc1ccc(cc1Cl)NC(=S)NC(=O)Cc2ccccc2,165966339,0.494117647058824,0.124860056926849,1670484,1670483,119,STK073744,NA,NA,1529,favorites,Historical,NA,278.0,mg,Vitas M Labs,1,233.0,100.0
COc1ccc2c(c1)sc(n2)NC(=O)Cc3ccccc3Cl,150897173,1.000000000000000,0.149002018025042,23551065,23551064,40,Z27677322,NA,NA,1018,favorites,HTS_Collection,NA,75.3,mg,Enamine Screening Compounds,1,272.0,100.0
c1ccn2c(c1)ncc2CN(Cc3cnc4n3cccc4)C(=O)C5CCCCC5,181078154,0.385416666666667,0.129878958375365,181078153,181078152,64,5458835,NA,NA,1818,standard,Tangible SC,NA,NA,NA,Otava,3,440.0,50.0
Cc1ccc(c(c1)NC(=O)Nc2ccccc2)F,133682538,0.507462686567164,0.122642486836681,2015336,2015335,61,OSSL_473214,NA,1-(2-Fluoro-5-methyl-phenyl)-3-phenyl-urea,163,standard,NA,NA,40.0,mg,Princeton BioMolecular Research,3,NA,NA
Cc1ccc(c(c1)NC(=O)Nc2ccccc2)F,154789902,0.507462686567164,0.122642486836681,2015336,2015335,104,5402857,NA,N-(2-fluoro-5-methylphenyl)-N'-phenylurea,994,favorites,0,NA,30.0,mg,ChemBridge,1,1.0,1.0
Cc1ccc(c(c1)NC(=O)Nc2ccccc2)F,166846230,0.507462686567164,0.122642486836681,2015336,2015335,119,STL025093,NA,NA,1529,favorites,Historical,NA,40.0,mg,Vitas M Labs,1,233.0,100.0
CS(=O)(=O)c1ccc2c(c1)s/c(=N\C(=O)Cc3cccs3)/[nH]2,166360262,1.000000000000000,0.117427438354415,33644856,33644855,119,STK596006,NA,NA,1529,favorites,Historical,NA,55.0,mg,Vitas M Labs,1,233.0,100.0
Cc1ccc(cc1)c2c(nc3ccccc3n2)c4ccccc4,154965326,0.692307692307692,0.109146265125717,2182549,2182548,104,6973148,NA,2-(4-methylphenyl)-3-phenylquinoxaline,994,favorites,1,NA,50.0,mg,ChemBridge,1,217.0,100.0
c1cc(c(cc1Nc2ccnc(n2)NC3CC3)Cl)Cl,184242411,0.459459459459459,0.089111154284813,184242410,184242409,64,9583523,NA,NA,1818,standard,Tangible SC,NA,NA,NA,Otava,3,440.0,50.0
c1cc(ccc1Nc2c3cc(ccc3ncn2)Br)O,105528545,1.000000000000000,0.071742339892872,2424734,2424733,64,7013060027,NA,NA,516,standard,NA,NA,125.0,mg,Otava,3,NA,NA
COc1cc2c(cc1OC)ncnc2Nc3ccc(cc3F)Br,133659353,1.000000000000000,0.102066924204796,32259063,32259062,61,OSSL_450027,NA,"(4-Bromo-2-fluoro-phenyl)-(6,7-dimethoxy-quinazolin-4-yl)-amine",163,standard,NA,NA,102.0,mg,Princeton BioMolecular Research,3,NA,NA
COc1cc2c(cc1OC)ncnc2Nc3ccc(cc3F)Br,166885761,1.000000000000000,0.102066924204796,32259063,32259062,119,STL086041,NA,NA,1529,favorites,Advanced,NA,85.0,mg,Vitas M Labs,1,274.0,100.0
c1ccc(cc1)c2cc([nH]n2)C(=O)Nc3ccccc3,166999516,1.000000000000000,0.110828518713173,49411273,49411272,119,STL329546,NA,NA,1529,favorites,Historical,NA,74.0,mg,Vitas M Labs,1,233.0,100.0
c1cc2cccnc2c(c1)NC(=O)c3ccc(cc3)I,181048119,1.000000000000000,0.144195624476944,181048118,181048117,64,5446483,NA,NA,1818,standard,Tangible SC,NA,NA,NA,Otava,3,440.0,50.0
CC(=O)Nc1cccc(c1)C(=O)Nc2ccc(cc2)Nc3nc(cs3)c4cccnc4,186665072,0.577777777777778,0.119135703858643,186665071,186665070,64,11635905,NA,NA,1818,standard,Tangible SC,NA,NA,NA,Otava,3,440.0,50.0
Cn1c2ccccc2nc1c3c(non3)N,158420241,1.000000000000000,0.081893137313699,1400224,1400223,61,OSSL_968864,NA,4-(1-Methyl-1H-benzoimidazol-2-yl)-furazan-3-ylamine,163,standard,NA,NA,NA,NA,Princeton BioMolecular Research,3,NA,NA
Cn1c2ccccc2nc1c3c(non3)N,167136368,1.000000000000000,0.081893137313699,1400224,1400223,119,STL388258,NA,NA,1529,favorites,Historical,NA,36.0,mg,Vitas M Labs,1,233.0,100.0
Cn1c2ccccc2nc1c3c(non3)N,168569318,1.000000000000000,0.081893137313699,1400224,1400223,7,5408-1828,NA,NA,9,favorites,DC,NA,0.0,mg,ChemDiv,1,1205.0,1000.0
c1ccc(c(c1)c2c(=O)[nH]c3ccccc3n2)NC(=O)c4ccc(cc4)F,138995811,1.000000000000000,0.133487826053819,3513384,3513383,580,PB108641478,NA,NA,1095,standard,NA,NA,107.7,mg,UORSY,3,NA,NA
c1ccc(c(c1)c2c(=O)[nH]c3ccccc3n2)NC(=O)c4ccc(cc4)F,146747908,1.000000000000000,0.133487826053819,3513384,3513383,42,F3032-0096,NA,NA,652,favorites,General,NA,30.0,mg,Life Chemicals,1,400.0,100.0
c1ccc(c(c1)c2c(=O)[nH]c3ccccc3n2)NC(=O)c4ccc(cc4)F,151278361,1.000000000000000,0.133487826053819,3513384,3513383,40,Z108564010,NA,NA,1018,favorites,HTS_Collection,NA,73.7,mg,Enamine Screening Compounds,1,272.0,100.0
CC(C)(C)c1ccc(cc1)C(=O)Nc2c(c3c(s2)CCCC3)C(=O)N,132946624,1.000000000000000,0.134870854493488,639114,639113,61,OSSK_014581,NA,"2-(4-tert-butylbenzamido)-4,5,6,7-tetrahydro-1-benzothiophene-3-carboxamide",163,standard,NA,NA,1000.0,mg,Princeton BioMolecular Research,3,NA,NA
CC(C)(C)c1ccc(cc1)C(=O)Nc2c(c3c(s2)CCCC3)C(=O)N,166795130,1.000000000000000,0.134870854493488,639114,639113,119,STK862110,NA,NA,1529,favorites,Historical,NA,128.0,mg,Vitas M Labs,1,233.0,100.0
CC(C)(C)c1ccc(cc1)C(=O)Nc2c(c3c(s2)CCCC3)C(=O)N,168951856,1.000000000000000,0.134870854493488,639114,639113,64,1280040,NA,NA,516,standard,NA,NA,50.0,mg,Otava,3,NA,NA
CC(C)(C)c1ccc(cc1)C(=O)Nc2c(c3c(s2)CCCC3)C(=O)N,190032994,1.000000000000000,0.134870854493488,639114,639113,1380,STT-00008103,NA,NA,1758,favorites,NA,NA,NA,NA,InnovaPharm - Screening Compounds,1,NA,NA
c1ccc(cc1)CSc2nnc(s2)NC(=O)c3ccc(cc3)Cl,166393613,1.000000000000000,0.139273993194276,9878061,9878060,119,STK519548,NA,NA,1529,favorites,Advanced,NA,91.0,mg,Vitas M Labs,1,274.0,100.0
c1ccc(cc1)CSc2nnc(s2)NC(=O)c3ccc(cc3)Cl,190229703,1.000000000000000,0.139273993194276,9878061,9878060,1380,STT-00250200,NA,NA,1758,favorites,NA,NA,NA,NA,InnovaPharm - Screening Compounds,1,NA,NA
c1cc2c(cc1Nc3nccc(n3)C(F)(F)F)CC(=O)N2,141408355,0.505747126436782,0.126460885130993,45649904,45649903,40,Z1199266078,NA,NA,1018,favorites,Advanced_Collection,NA,62.4,mg,Enamine Screening Compounds,1,408.0,100.0
CC(c1ccccc1)Nc2c3c([nH]cn3)ncn2,127371717,0.457831325301205,0.101328902276777,3142070,3142069,40,Z56935828,NA,NA,1018,favorites,Advanced_Collection,NA,58.5,mg,Enamine Screening Compounds,1,408.0,100.0
CC(c1ccccc1)Nc2c3c([nH]cn3)ncn2,163451256,0.457831325301205,0.101328902276777,3142070,3142069,829,FCG57325569,NA,NA,1319,standard,NA,NA,NA,NA,FCH Group,3,NA,NA
CC(c1ccccc1)Nc2c3c([nH]cn3)ncn2,166847802,0.457831325301205,0.101328902276777,3142070,3142069,119,STK980622,NA,NA,1529,favorites,Allium,NA,134.0,mg,Vitas M Labs,1,326.0,100.0
CC(c1ccccc1)Nc2c3c([nH]cn3)ncn2,190305810,0.457831325301205,0.101328902276777,3142070,3142069,1380,STT-00340064,NA,NA,1758,favorites,NA,NA,NA,NA,InnovaPharm - Screening Compounds,1,NA,NA
c1ccc2c(c1)nc(o2)SCC(=O)Nc3ccc(cc3)n4cnnn4,146851405,1.000000000000000,0.124707028884051,30149417,30149416,42,F5791-1087,NA,NA,652,favorites,General,NA,109.3,mg,Life Chemicals,1,400.0,100.0
CCc1ccc(cc1)c2cc(nn2c3ccc(cc3)C(=O)NCc4ccc(cc4)C(F)(F)F)C(=O)OCC,140615668,0.359223300970874,0.119812852455155,3782809,3782808,7,V011-9405,NA,NA,9,favorites,DC,NA,34.0,mg,ChemDiv,1,1205.0,1000.0
CS(=O)(=O)N1CCC(CC1)Nc2ncc(cn2)F,111960515,0.469696969696970,0.131107839166763,111960514,111960513,283,IMED1481191025,NA,NA,667,standard,NA,NA,NA,NA,Intermed,3,NA,NA
Cc1c(c(c([nH]1)C)C(=O)OC)/C=C\2/c3ccccc3NC2=O,112356350,0.609375000000000,0.127765847830993,1029713,1029712,60,HTS04705,NA,"methyl 2,5-dimethyl-4-[(2-oxo-1,2-dihydro-3H-indol-3-ylidene)methyl]-1H-pyrrole-3-carboxylate",501,favorites,NA,NA,2737.0,mg,Maybridge,1,NA,NA
c1cc(cc(c1)Nc2c(cccn2)C(=O)N)C(F)(F)F,159506015,0.553846153846154,0.114361528828383,58033927,58033926,45,AE-641/04635016,NA,2-[3-(trifluoromethyl)anilino]nicotinamide,137,preferred,S01,HCl,17310.2,mg,Specs,2,411.0,100.0
COc1cc2c(cc1OC)n(cn2)c3cc(c(s3)C(=O)N)OCc4ccc(cc4)S(=O)(=O)C,155705488,1.000000000000000,0.129089775408149,17720583,17720582,64,7020402323,NA,NA,516,standard,NA,NA,3.0,mg,Otava,3,NA,NA
c1ccc(cc1)Nc2c(cnc(n2)Nc3ccccc3)F,158351581,0.687500000000000,0.074456234533962,1242054,1242053,61,OSSL_900139,NA,"5-Fluoro-N*2*,N*4*-diphenyl-pyrimidine-2,4-diamine",163,standard,NA,NA,NA,NA,Princeton BioMolecular Research,3,NA,NA
c1ccc(cc1)Nc2c(cnc(n2)Nc3ccccc3)F,167057715,0.687500000000000,0.074456234533962,1242054,1242053,119,STL368659,NA,NA,1529,favorites,Advanced,NA,0.0,mg,Vitas M Labs,1,274.0,100.0
c1ccc2c(c1)[nH]c(=O)c(n2)c3cc(ccc3NC(=O)c4cccs4)Br,146749370,1.000000000000000,0.123158591543463,5636219,5636218,42,F3074-0039,NA,NA,652,favorites,General,NA,80.4,mg,Life Chemicals,1,400.0,100.0
CCc1nc2c(c(c(s2)C)C)c(=O)n1N,103528961,1.000000000000000,0.115203850766549,1021824,1021823,48,STOCK1S-38851,NA,"3-amino-2-ethyl-5,6-dimethylthieno[2,3-d]pyrimidin-4(3H)-one",83,favorites,SCD,NA,196.0,mg,InterBioScreen,1,296.0,100.0
CCc1nc2c(c(c(s2)C)C)c(=O)n1N,133414576,1.000000000000000,0.115203850766549,1021824,1021823,61,OSSK_998690,NA,NA,163,standard,NA,NA,5782.0,mg,Princeton BioMolecular Research,3,NA,NA
CCc1nc2c(c(c(s2)C)C)c(=O)n1N,154754751,1.000000000000000,0.115203850766549,1021824,1021823,104,5150406,NA,"3-amino-2-ethyl-5,6-dimethylthieno[2,3-d]pyrimidin-4(3H)-one",994,favorites,2,NA,15.0,mg,ChemBridge,1,304.0,100.0
CCc1nc2c(c(c(s2)C)C)c(=O)n1N,166143864,1.000000000000000,0.115203850766549,1021824,1021823,119,STK279711,NA,NA,1529,favorites,Allium,NA,5825.0,mg,Vitas M Labs,1,326.0,100.0
CCc1nc2c(c(c(s2)C)C)c(=O)n1N,172023315,1.000000000000000,0.115203850766549,1021824,1021823,11,BAS 00584434,NA,NA,654,favorites,NA,NA,NA,NA,ASINEX - SC,1,NA,NA
CC(C)COC(=O)c1c(csc1N)c2ccc3c(c2)OCO3,179390353,0.867924528301887,0.123035816849966,179390352,179390351,64,1536861,NA,NA,1818,standard,Tangible SC,NA,NA,NA,Otava,3,440.0,50.0
Cc1cc(nc(n1)NCCCC(=O)Nc2ccc(cc2)CN3CCN(CC3)C)C,182614546,0.360824742268041,0.100110613579998,182614545,182614544,64,8903162,NA,NA,1818,standard,Tangible SC,NA,NA,NA,Otava,3,440.0,50.0
c1ccc(c(c1)CC(=O)OCC(=O)O)Nc2c(cccc2Cl)Cl,158332235,1.000000000000000,0.127131614929937,901322,901321,61,OSSL_880784,NA,"[2-(2,6-Dichloro-phenylamino)-phenyl]-acetic acid carboxymethyl ester",163,standard,NA,NA,NA,NA,Princeton BioMolecular Research,3,NA,NA
c1ccc(c(c1)CC(=O)OCC(=O)O)Nc2c(cccc2Cl)Cl,166358629,1.000000000000000,0.127131614929937,901322,901321,119,STK594349,NA,NA,1529,favorites,Historical,NA,1026.0,mg,Vitas M Labs,1,233.0,100.0
Cc1ccc(cc1C)N2CCN(CC2)CCCNC(=O)c3nc(no3)c4cncnc4,129303744,1.000000000000000,0.132702827339261,37139374,37139373,7,Z066-0363,NA,NA,9,favorites,NC,NA,1.0,mg,ChemDiv,1,533.0,100.0
c1cc2cnccc2c(c1)S(=O)(=O)NCCN,163665408,0.820000000000000,0.121476244352460,8830330,476103,40,Z1491213468,NA,NA,1018,favorites,Advanced_Collection,Cl,NA,NA,Enamine Screening Compounds,1,408.0,100.0
CNC(=O)c1cc(ccn1)Oc2ccc(cc2)NC(=O)Nc3ccc(c(c3)C(F)(F)F)Cl,151194118,0.838235294117647,0.128075971622516,902486,902485,40,Z89277543,NA,NA,1018,favorites,Advanced_Collection,NA,NA,NA,Enamine Screening Compounds,1,408.0,100.0
CNC(=O)c1cc(ccn1)Oc2ccc(cc2)NC(=O)Nc3ccc(c(c3)C(F)(F)F)Cl,158334883,0.838235294117647,0.128075971622516,902486,902485,61,OSSL_883432,NA,4-{4-[3-(4-Chloro-3-trifluoromethyl-phenyl)-ureido]-phenoxy}-pyridine-2-carboxylic acid methylamide,163,standard,NA,NA,NA,NA,Princeton BioMolecular Research,3,NA,NA
CNC(=O)c1cc(ccn1)Oc2ccc(cc2)NC(=O)Nc3ccc(c(c3)C(F)(F)F)Cl,163461410,0.838235294117647,0.128075971622516,902486,902485,829,FCG89667284,NA,NA,1319,standard,NA,NA,NA,NA,FCH Group,3,NA,NA
CNC(=O)c1cc(ccn1)Oc2ccc(cc2)NC(=O)Nc3ccc(c(c3)C(F)(F)F)Cl,166391003,0.838235294117647,0.128075971622516,902486,902485,119,STK627350,NA,NA,1529,favorites,Historical,NA,75.0,mg,Vitas M Labs,1,233.0,100.0
CNC(=O)c1cc(ccn1)Oc2ccc(cc2)NC(=O)Nc3ccc(c(c3)C(F)(F)F)Cl,188867210,0.838235294117647,0.128075971622516,902486,902485,11,LAS 30875768,NA,NA,654,favorites,LAS,NA,NA,NA,ASINEX - SC,1,833.0,100.0
c1ccc(cc1)C(=O)Nc2cc3ccccc3nc2,180599801,1.000000000000000,0.142276482884032,180599800,180599799,64,4534887,NA,NA,1818,standard,Tangible SC,NA,NA,NA,Otava,3,440.0,50.0
COc1ccc(cc1)C(=O)Nc2ccccc2c3c(=O)[nH]c4ccccc4n3,100582321,1.000000000000000,0.134762268863437,17484267,17484266,7,K216-0708,NA,NA,9,favorites,DC,NA,2.0,mg,ChemDiv,1,1205.0,1000.0
COc1ccc(cc1)C(=O)Nc2ccccc2c3c(=O)[nH]c4ccccc4n3,157259426,1.000000000000000,0.134762268863437,17484267,17484266,40,Z111775648,NA,NA,1018,favorites,HTS_Collection,NA,94.8,mg,Enamine Screening Compounds,1,272.0,100.0
COc1cc(c(cc1OC)N)C(=O)c2ccccc2Br,158411959,0.351351351351351,0.112316104076820,44239664,44239663,61,OSSL_960571,NA,"(2-Amino-4,5-dimethoxy-phenyl)-(2-bromo-phenyl)-methanone",163,standard,NA,NA,NA,NA,Princeton BioMolecular Research,3,NA,NA
COc1cc(c(cc1OC)N)C(=O)c2ccccc2Br,167014974,0.351351351351351,0.112316104076820,44239664,44239663,119,STL255692,NA,NA,1529,favorites,Advanced,NA,169.0,mg,Vitas M Labs,1,274.0,100.0
CNc1c-2c3c(cccc3n(c1=O)C)C(=O)c4c2cccc4,105563576,1.000000000000000,0.109913209317630,1260526,1260525,64,7116411113,NA,NA,516,standard,NA,NA,82.0,mg,Otava,3,NA,NA
CNc1c-2c3c(cccc3n(c1=O)C)C(=O)c4c2cccc4,108363481,1.000000000000000,0.109913209317630,1260526,1260525,42,F0271-0012,NA,NA,652,favorites,General,NA,43.9,mg,Life Chemicals,1,400.0,100.0
CNc1c-2c3c(cccc3n(c1=O)C)C(=O)c4c2cccc4,108859813,1.000000000000000,0.109913209317630,1260526,1260525,45,AQ-390/10884058,NA,"3-methyl-1-(methylamino)-3H-naphtho[1,2,3-de]quinoline-2,7-dione",137,preferred,S01,NA,122.9,mg,Specs,2,411.0,100.0
CNc1c-2c3c(cccc3n(c1=O)C)C(=O)c4c2cccc4,112300982,1.000000000000000,0.109913209317630,1260526,1260525,48,STOCK1N-26274,NA,"3-methyl-1-(methylamino)-2H-naphtho[1,2,3-de]quinoline-2,7(3H)-dione",83,favorites,DNC,NA,300.0,mg,InterBioScreen,1,753.0,100.0
CNc1c-2c3c(cccc3n(c1=O)C)C(=O)c4c2cccc4,132966189,1.000000000000000,0.109913209317630,1260526,1260525,61,OSSK_116253,NA,"3-Methyl-1-methylamino-3H-naphtho[1,2,3-de]quinoline-2,7-dione",163,standard,NA,NA,100.0,mg,Princeton BioMolecular Research,3,NA,NA
CNc1c-2c3c(cccc3n(c1=O)C)C(=O)c4c2cccc4,154817649,1.000000000000000,0.109913209317630,1260526,1260525,104,5652220,NA,"3-methyl-1-(methylamino)-3H-naphtho[1,2,3-de]quinoline-2,7-dione",994,favorites,0,NA,100.0,mg,ChemBridge,1,1.0,1.0
CNc1c-2c3c(cccc3n(c1=O)C)C(=O)c4c2cccc4,172032916,1.000000000000000,0.109913209317630,1260526,1260525,11,BAS 00676506,NA,NA,654,favorites,NA,NA,NA,NA,ASINEX - SC,1,NA,NA
c1ccc(cc1)OCc2nnc(o2)NC(=O)c3ccco3,146690931,1.000000000000000,0.131836040436706,32236972,32236971,42,F2517-1221,NA,NA,652,favorites,General,NA,27.9,mg,Life Chemicals,1,400.0,100.0
c1ccc(cc1)NC(=O)c2c3ccccc3[nH]n2,127366720,1.000000000000000,0.116592161621187,13419113,13419112,40,Z31504656,NA,NA,1018,favorites,Advanced_Collection,NA,762.8,mg,Enamine Screening Compounds,1,408.0,100.0
c1ccc(cc1)NC(=O)c2c3ccccc3[nH]n2,163451758,1.000000000000000,0.116592161621187,13419113,13419112,829,FCG31894397,NA,NA,1319,standard,NA,NA,NA,NA,FCH Group,3,NA,NA
c1ccc(cc1)NC(=O)c2c3ccccc3[nH]n2,181166262,1.000000000000000,0.116592161621187,13419113,13419112,64,5633942,NA,NA,1818,standard,Tangible SC,NA,NA,NA,Otava,3,440.0,50.0
CC(=O)Nc1cccc(c1)Nc2c3ccc(cc3ncn2)OC,179667385,0.377192982456140,0.125850317529360,179667384,179667383,64,1741937,NA,NA,1818,standard,Tangible SC,NA,NA,NA,Otava,3,440.0,50.0
c1ccc(c(c1)NS(=O)(=O)c2c(cccc2F)F)Cl,147198278,0.428571428571429,0.125696065336053,31322134,31322133,580,PB45709624,NA,NA,1095,standard,NA,NA,203.5,mg,UORSY,3,NA,NA
c1ccc(c(c1)NS(=O)(=O)c2c(cccc2F)F)Cl,151033919,0.428571428571429,0.125696065336053,31322134,31322133,40,Z45632156,NA,NA,1018,favorites,HTS_Collection,NA,200.8,mg,Enamine Screening Compounds,1,272.0,100.0
COc1ccc(cc1)/C=C/2\C(=O)NC(=S)S2,103655257,1.000000000000000,0.129424834131315,206988569,206988570,48,STOCK3S-35381,NA,(E)-5-(4-methoxybenzylidene)-2-thioxothiazolidin-4-one,83,favorites,SC,NA,300.0,mg,InterBioScreen,1,593.0,100.0
COc1ccc(cc1)/C=C/2\C(=O)NC(=S)S2,155447106,1.000000000000000,0.129424834131315,206988569,206988570,580,PB44378948,NA,NA,1095,standard,NA,NA,NA,NA,UORSY,3,NA,NA
COc1ccc(cc1)/C=C/2\C(=O)NC(=S)S2,190114522,1.000000000000000,0.129424834131315,206988569,206988570,1380,STT-00126633,NA,NA,1758,favorites,NA,NA,NA,NA,InnovaPharm - Screening Compounds,1,NA,NA
c1ccc(cc1)Oc2ccc(cc2)c3c4c(ncnc4[nH]n3)N,177346035,0.381578947368421,0.110289571171802,49863829,49863828,40,Z2753057767,NA,NA,1018,favorites,HTS_Collection,NA,NA,NA,Enamine Screening Compounds,1,272.0,100.0
c1ccc(c(c1)C(=O)Nc2ccncc2)Br,143414730,1.000000000000000,0.156606979639343,3978572,3978571,61,OSSL_768585,NA,2-Bromo-N-pyridin-4-yl-benzamide,163,standard,NA,NA,100.0,mg,Princeton BioMolecular Research,3,NA,NA
c1ccc(c(c1)C(=O)Nc2ccncc2)Br,153591839,1.000000000000000,0.156606979639343,3978572,3978571,332,IBS-L0138478,NA,NA,778,standard,NA,NA,NA,NA,Alinda Chemical,3,NA,NA
c1ccc(c(c1)C(=O)Nc2ccncc2)Br,167033642,1.000000000000000,0.156606979639343,3978572,3978571,119,STL260636,NA,NA,1529,favorites,Allium,NA,399.0,mg,Vitas M Labs,1,326.0,100.0
c1cc(c(cc1Cl)Cl)c2ccc(s2)/C=C/3\C(=O)NC(=S)S3,133113307,1.000000000000000,0.119812534517120,46368941,46368940,61,OSSK_476246,NA,NA,163,standard,NA,NA,60.0,mg,Princeton BioMolecular Research,3,NA,NA
c1cc(c(cc1Cl)Cl)c2ccc(s2)/C=C/3\C(=O)NC(=S)S3,166823229,1.000000000000000,0.119812534517120,46368941,46368940,119,STK952487,NA,NA,1529,favorites,Advanced,NA,60.0,mg,Vitas M Labs,1,274.0,100.0
c1cc(c(cc1Cl)Cl)c2ccc(s2)/C=C/3\C(=O)NC(=S)S3,190257603,1.000000000000000,0.119812534517120,46368941,46368940,1380,STT-00288949,NA,NA,1758,favorites,NA,NA,NA,NA,InnovaPharm - Screening Compounds,1,NA,NA
c1cc(oc1)C(=O)Nc2ncc(s2)Cc3cc(ccc3Cl)Cl,137681703,1.000000000000000,0.132613529934134,3424720,3424719,40,Z28935398,NA,NA,1018,favorites,HTS_Collection,NA,436.0,mg,Enamine Screening Compounds,1,272.0,100.0
CC(=O)c1cccc(c1)NC(=O)/C=C/C=C/c2ccccc2,133282008,0.414634146341463,0.124959713861019,26649482,26649481,61,OSSK_714101,NA,"(2E,4E)-N-(3-acetylphenyl)-5-phenylpenta-2,4-dienamide",163,standard,NA,NA,100.0,mg,Princeton BioMolecular Research,3,NA,NA
CC(=O)c1cccc(c1)NC(=O)/C=C/C=C/c2ccccc2,190227009,0.414634146341463,0.124959713861019,26649482,26649481,1380,STT-00247192,NA,NA,1758,favorites,NA,NA,NA,NA,InnovaPharm - Screening Compounds,1,NA,NA
c1ccc2c(c1)/C(=C/c3ccc(cc3)O)/C(=O)N2,150020820,1.000000000000000,0.122906292708730,27210622,27210621,7,K939-0015,NA,NA,9,favorites,DC,NA,2.0,mg,ChemDiv,1,1205.0,1000.0
c1ccc2c(c1)/C(=C/c3ccc(cc3)O)/C(=O)N2,166797093,1.000000000000000,0.122906292708730,27210622,27210621,119,STK946564,NA,NA,1529,favorites,Historical,NA,5.0,mg,Vitas M Labs,1,233.0,100.0
c1ccc(cc1)CC(=O)NCC(=O)Nc2nc3ccccc3s2,151176288,1.000000000000000,0.138377980117632,11880412,11880411,40,Z85501289,NA,NA,1018,favorites,HTS_Collection,NA,161.7,mg,Enamine Screening Compounds,1,272.0,100.0
c1ccc2c(c1)ncn2c3ccc(cc3)O,163450129,0.658536585365854,0.065142121731976,37095168,37095167,829,FCG1318658693,NA,NA,1319,standard,NA,NA,NA,NA,FCH Group,3,NA,NA
c1ccc2c(c1)ncn2c3ccc(cc3)O,163497444,0.658536585365854,0.065142121731976,37095168,37095167,580,PB1318346420,NA,NA,1095,standard,NA,NA,NA,NA,UORSY,3,NA,NA
c1ccc2c(c1)ncn2c3ccc(cc3)O,163731030,0.658536585365854,0.065142121731976,37095168,37095167,40,Z1318268952,NA,NA,1018,favorites,HTS_Collection,NA,21650.2,mg,Enamine Screening Compounds,1,272.0,100.0
c1ccc2c(c1)c(ccn2)N3CCNCC3,162275765,0.417721518987342,0.102465534480473,30272771,30272770,829,FCG57866992,NA,NA,1319,standard,NA,NA,NA,NA,FCH Group,3,NA,NA
c1ccc2c(c1)c(ccn2)N3CCNCC3,163730577,0.417721518987342,0.102465534480473,46017186,30272770,40,Z2327569962,NA,NA,1018,favorites,Advanced_Collection,NA,23286.7,mg,Enamine Screening Compounds,1,408.0,100.0
c1ccc2c(c1)c(ccn2)N3CCNCC3,190331437,0.417721518987342,0.102465534480473,30272771,30272770,1380,STT-00366897,NA,NA,1758,favorites,NA,NA,NA,NA,InnovaPharm - Screening Compounds,1,NA,NA
c1c(ccc(c1)O)C(=O)N[C@H]2CC[C@@H](CC2)O,181155250,0.472222222222222,0.104671860492382,181155249,181155248,64,5625626,NA,NA,1818,standard,Tangible SC,NA,NA,NA,Otava,3,440.0,50.0
c1ccc(cc1)c2cc3c(ncnc3s2)Nc4ccc(cc4)O,140893683,1.000000000000000,0.066500805205189,1879682,1879681,64,7014750007,NA,NA,516,standard,NA,NA,568.0,mg,Otava,3,NA,NA
c1ccc(cc1)c2cc3c(ncnc3s2)Nc4ccc(cc4)O,179127145,1.000000000000000,0.066500805205189,33404384,1879681,64,1165827,NA,NA,1818,standard,Tangible SC,NA,NA,NA,Otava,3,440.0,50.0
c1ccc(cc1)c2cc3c(ncnc3s2)Nc4ccc(cc4)O,190209785,1.000000000000000,0.066500805205189,33404384,1879681,1380,STT-00229489,NA,NA,1758,favorites,NA,HCl,NA,NA,InnovaPharm - Screening Compounds,1,NA,NA
c1ccc(cc1)c2cc3c(ncnc3s2)Nc4ccc(cc4)O,190253787,1.000000000000000,0.066500805205189,1879682,1879681,1380,STT-00284796,NA,NA,1758,favorites,NA,HCl,NA,NA,InnovaPharm - Screening Compounds,1,NA,NA
